# New Caledonia Porites Coral Paleothermometry Assessment Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: http:
#
# Original_Source_URL: ftp:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 
#--------------------
# Title
#	Study_Name: New Caledonia Porites Coral Paleothermometry Assessment Data
#--------------------
# Investigators
#       Investigators: Stephans, C.; Quinn, T.M.; Taylor, F.W.; Correge, T.
#--------------------
# Description_and_Notes
#	Description: Porites lutea cores were collected in 1992 by Fred Taylor, Jamie Austin, Yvan Join and  John Butscher.  The isotope data were analyzed at the University of South Florida  College of Marine Science, on a Finnigan Delta Plus XL mass spectrometer and attached  Kiel Carbonate Device with an analytical precision of 0.04 per mil for carbon and 0.08  per mil for oxygen (1 sigma) determined by repeated measurements of NBS 19 relative to VPDB.   The elemental data were analyzed on a Perkin Elmer Optima 4300DV ICP-OES following the  drift-correction methods of Schrag (1999).  Analytical precision (1 sigma) for the Sr/Ca  determinations is 0.2 % (0.018 mmol/mol), based on a laboratory standard solution of  dissolved Porites lutea. Depth series were converted to time series using AnalySeries  software (Paillard et al., 1996) to match Sr/Ca minima to SST maxima and vise versa.  Stable isotopic and Sr/Ca determinations on samples from Cores 99-PAA, 92-PAC and 92-PAD  were made at USF.  Stable isotopic determinations on samples from core 92-PAA made at the  University of Michigan.  Sr/Ca determinations on samples from core 92-PAA made at the  University of California-Santa Cruz. 
#--------------------
# Publication 
#       Authors: Stephans, C.; Quinn, T.M.; Taylor, F.W.; Correge, T.
#       Published_Date_or_Year: 2004     
#       Published_Title: Assessing the Reproducibility of Coral-based Climate Records.
#       Journal_Name: Geophysical Research Letters
#       Volume: 31
#       Edition: 
#       Issue: L18210
#       Pages: 
#       DOI: 10.1029/2004GL020343
#       Online_Resource: 
#       Full_Citation: Stephans, C., T.M. Quinn, F. Taylor, and T. Correge. 2004. Assessing the Reproducibility of Coral-based Climate Records.  Geophysical Research Letters, 31,18, L18210, 10.1029/2004GL020343, 2004
#       Abstract: We perform replication tests using monthly variations in Sr/Ca and d18O in  four cores from three Porites lutea coral heads from New Caledonia to assess  the reproducibility of coral-based climate records.  Coral Sr/Ca (d18O) records  are well correlated to each other and to the instrumental SST record (1967-1992),  especially in terms of differences in the mean values of 25-year SST records  (~0.2C, Sr/Ca-SST; 0.6C, d18O-SST).  The average error associated with the  coral Sr/Ca-SST (d18O-SST) of any particular month, season or year is ~0.8C  (1.1C), 0.6C (0.8C) and 0.5C (0.6C), respectively.  "Stacking" or averaging  the individual proxy records reduces the error between observed and predicted SST,  although the reduction is small for coral Sr/Ca.  Excellent reproducibility among  the coral proxies implies that reliable climate records can be generated from a  single coral core and that coral Sr/Ca-SST records are not compromised, beyond  the errors stated herein, by non-temperature-related biological effects.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Amedee Island, New Caledonia
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Melanesia>New Caledonia
#	Country: New Caledonia 
#	Northernmost_Latitude: -22.48 
# 	Southernmost_Latitude: -22.48 
# 	Easternmost_Longitude: 166.47  
# 	Westernmost_Longitude: 166.47  
# 	Elevation: -3 m  
#------------------
# Data_Collection   
#	Collection_Name: 04newc04a 
#	Earliest_Year: 1968 
#	Most_Recent_Year: 1992 
#	Time_Unit: Years AD 
#	Core_Length:
#	Notes: From core 92PAA. These data have been updated by DeLong et al. 2012. Please see file: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/amedee2012.txt 
#------------------
# Species
#	Species_Name: Porites lutea
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	age, , ,years AD, , Corals and Sclerosponges, , ,N
##d13c	delta 13 Carbon, Porites lutea, , per mil VPDB, , Corals and Sclerosponges, , ,N
##d18o	delta 18 Oxygen, Porites lutea, , per mil VPDB, , Corals and Sclerosponges, , ,N 				
##Sr/Ca		Strontium/Calcium, Porites lutea, ,mmol/mol, ,Corals and Sclerosponges, , ,N 
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age_AD	d13c	d18o	Sr/Ca
1978.542	-1.22	-4.19	9.219
1978.625	-1.21	-4.01	9.222
1978.708	-0.99	-3.97	9.210
1978.792	-1.12	-4.14	9.168
1978.875	-1.14	-4.40	9.121
1978.958	-1.16	-4.49	9.071
1979.042	-1.10	-4.55	9.025
1979.125	-0.97	-4.60	9.015
1979.208	-0.88	-4.61	8.980
1979.292	-1.81	-4.53	9.014
1979.375	-1.30	-4.32	9.143
1979.458	-1.09	-4.11	9.208
1979.542	-0.96	-3.92	9.264
1979.625	-0.90	-3.92	9.293
1979.708	-0.94	-4.01	9.276
1979.792	-1.02	-4.14	9.160
1979.875	-1.14	-4.42	9.100
1979.958	-1.36	-4.62	9.059
1980.042	-1.46	-4.78	9.011
1980.125	-1.41	-4.90	8.922
1980.208	-1.42	-4.86	8.971
1980.292	-1.36	-4.65	9.068
1980.375	-1.30	-4.49	9.155
1980.458	-1.25	-4.33	9.159
1980.542	-1.21	-4.14	9.236
1980.625	-1.05	-3.97	9.274
1980.708	-1.08	-4.06	9.238
1980.792	-1.13	-4.26	9.189
1980.875	-1.29	-4.39	9.132
1980.958	-1.31	-4.50	9.031
1981.042	-1.26	-4.75	8.972
1981.125	-1.08	-4.82	8.912
1981.208	-1.12	-4.81	8.911
1981.292	-1.27	-4.77	8.987
1981.375	-1.14	-4.57	9.121
1981.458	-1.08	-4.41	9.229
1981.542	-1.28	-4.10	9.262
1981.625	-1.26	-4.04	9.286
1981.708	-1.19	-4.02	9.321
1981.792	-1.21	-4.10	9.268
1981.875	-1.24	-4.33	9.193
1981.958	-1.29	-4.60	9.081
1982.042	-1.13	-4.71	8.979
1982.125	-1.32	-4.80	8.999
1982.208	-1.24	-4.76	9.039
1982.292	-1.16	-4.54	9.092
1982.375	-1.24	-4.42	9.148
1982.458	-1.28	-4.30	9.213
1982.542	-1.00	-4.07	9.296
1982.625	-0.87	-3.97	9.302
1982.708	-0.81	-3.96	9.320
1982.792	-0.92	-4.25	9.280
1982.875	-1.15	-4.51	9.210
1982.958	-1.34	-4.72	9.132
1983.042	-1.27	-4.77	9.001
1983.125	-1.24	-4.79	9.043
1983.208	-1.19	-4.79	9.088
1983.292	-1.44	-4.81	9.056
1983.375	-1.46	-4.54	9.072
1983.458	-1.03	-4.33	9.128
1983.542	-0.91	-4.18	9.275
1983.625	-0.78	-4.03	9.332
1983.708	-0.89	-4.19	9.293
1983.792	-1.26	-4.38	9.237
1983.875	-1.33	-4.44	9.180
1983.958	-1.24	-4.59	9.139
1984.042	-1.22	-4.61	9.089
1984.125	-1.36	-4.63	9.096
1984.208	-1.48	-4.64	9.045
1984.292	-1.46	-4.58	9.038
1984.375	-1.39	-4.48	9.118
1984.458	-1.25	-4.26	9.181
1984.542	-1.11	-3.97	9.254
1984.625	-1.11	-3.93	9.334
1984.708	-1.17	-4.05	9.277
1984.792	-1.18	-4.14	9.250
1984.875	-1.14	-4.43	9.184
1984.958	-1.08	-4.71	9.113
1985.042	-1.26	-4.73	9.035
1985.125	-1.29	-4.68	9.008
1985.208	-1.33	-4.50	9.013
1985.292	-1.21	-4.64	9.043
1985.375	-1.26	-4.53	9.105
1985.458	-1.37	-4.35	9.124
1985.542	-1.55	-4.05	9.267
1985.625	-1.17	-3.91	9.287
1985.708	-1.16	-3.87	9.270
1985.792	-1.11	-4.17	9.243
1985.875	-1.33	-4.46	9.172
1985.958	-1.55	-4.75	9.128
1986.042	-1.53	-4.69	9.085
1986.125	-1.58	-4.77	9.056
1986.208	-1.52	-4.77	9.095
1986.292	-1.43	-4.71	9.106
1986.375	-1.33	-4.45	9.205
1986.458	-1.37	-4.26	9.244
1986.542	-1.27	-4.21	9.318
1986.625	-1.08	-4.05	9.341
1986.708	-1.08	-3.99	9.327
1986.792	-1.12	-4.30	9.298
1986.875	-1.17	-4.42	9.212
1986.958	-1.20	-4.45	9.125
1987.042	-1.28	-4.58	9.055
1987.125	-1.22	-4.63	9.084
1987.208	-1.14	-4.63	9.083
1987.292	-1.04	-4.46	9.056
1987.375	-0.99	-4.28	9.114
1987.458	-1.24	-4.21	9.184
1987.542	-1.44	-4.14	9.263
1987.625	-1.07	-3.99	9.326
1987.708	-1.03	-4.04	9.318
1987.792	-0.99	-4.18	9.289
1987.875	-0.97	-4.34	9.206
1987.958	-1.12	-4.48	9.115
1988.042	-1.46	-4.49	9.034
1988.125	-1.47	-4.49	9.049
1988.208	-1.44	-4.48	9.074
1988.292	-1.54	-4.40	9.063
1988.375	-1.52	-4.30	9.067
1988.458	-1.47	-4.22	9.181
1988.542	-1.41	-4.20	9.304
1988.625	-1.36	-4.19	9.311
1988.708	-1.40	-4.21	9.296
1988.792	-1.51	-4.25	9.241
1988.875	-1.94	-4.45	9.134
1988.958	-2.29	-4.63	9.071
1989.042	-1.98	-4.71	8.995
1989.125	-1.44	-4.72	8.978
1989.208	-1.55	-4.66	9.015
1989.292	-1.73	-4.65	9.094
1989.375	-1.63	-4.58	9.164
1989.458	-1.49	-4.48	9.215
1989.542	-1.43	-4.31	9.207
1989.625	-1.38	-4.17	9.285
1989.708	-1.36	-4.27	9.269
1989.792	-1.30	-4.53	9.231
1989.875	-1.31	-4.61	9.162
1989.958	-1.29	-4.71	9.093
1990.042	-1.20	-4.76	9.006
1990.125	-1.29	-4.89	8.940
1990.208	-1.33	-4.81	8.996
1990.292	-1.41	-4.67	9.039
1990.375	-1.68	-4.49	9.166
1990.458	-1.73	-4.34	9.199
1990.542	-1.76	-4.28	9.277
1990.625	-1.76	-4.22	9.296
1990.708	-1.66	-4.15	9.295
1990.792	-1.60	-4.28	9.271
1990.875	-1.45	-4.48	9.195
1990.958	-1.47	-4.56	9.109
1991.042	-1.48	-4.63	9.059
1991.125	-1.26	-4.70	9.030
1991.208	-1.07	-4.66	9.084
1991.292	-1.23	-4.43	9.177
1991.375	-1.50	-4.31	9.208
1991.458	-1.52	-4.24	9.231
1991.542	-1.50	-4.17	9.271
1991.625	-1.51	-4.15	9.266
1991.708	-1.49	-4.16	9.259
1991.792	-1.32	-4.25	9.277
1991.875	-1.40	-4.43	9.250
1991.958	-1.38	-4.56	9.211
1992.042	-1.36	-4.69	9.116
1992.125	-1.40	-4.77	9.031
1992.208	-1.36	-4.71	9.055
1992.292	-1.53	-4.63	9.168
1992.375	-1.70	-4.50	9.231
1992.458	-1.71	-4.32	9.227
1992.542	-1.88	-4.23	9.220
1992.625	-2.10	-4.26	9.236
