# Quelccaya accumulation
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: 
#
#
# Original_Source_URL: 
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2015
# --------------------
# Title 
#	Study_Name: Quelccaya accumulation
# --------------------
# Investigators
#	Investigators: Thompson, L.; Mosley-Thompson, E.; Brecher, H.; Davis, M.; Leo, B.; Les , D.; Lin, P. N.; Mashiotta, T.;Mountain, K  
# --------------------
# Description_and_Notes
# 	Description: 
#
# --------------------
# Publication
#	Authors: L. Thompson, E. Mosley-Thompson, H. Brecher, M. Davis, B. Leo, D. Les, P-N. Lin, T. Mashiotta, and K. Mountain
#	Published_Date_or_Year: 2006-07-11
#	Published_Title: Abrupt tropical climate change: Past and present
#	Journal_Name: Proceedings of the National Academy of Sciences
#	Volume: 103
#	Edition: 	
#	Issue: 28
#	Pages: 
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: Three lines of evidence for abrupt tropical climate change, both
past and present, are presented. First, annually and decadally averaged d18O and net mass-balance histories for the last 400 and
2,000 yr, respectively, demonstrate that the current warming at high elevations in the mid- to low latitudes is unprecedented for at least the last 2 millennia. Second, the continuing retreat of most
mid- to low-latitude glaciers, many having persisted for thousands of years, signals a recent and abrupt change in the Earth’s climate
system. Finally, rooted, soft-bodied wetland plants, now exposed along the margins as the Quelccaya ice cap (Peru) retreats, have
been radiocarbon dated and, when coupled with other widespread proxy evidence, provide strong evidence for an abrupt mid-Holocene
climate event that marked the transition from early Holocene (pre-5,000-yr-B.P.) conditions to cooler, late Holocene (post-5,000-
yr-B.P.) conditions. This abrupt event, 5,200 yr ago, was widespread and spatially coherent through much of the tropics and was
coincident with structural changes in several civilizations. These three lines of evidence argue that the present warming and
associated glacier retreat are unprecedented in some areas for at least 5,200 yr. The ongoing global-scale, rapid retreat of mountain
glaciers is not only contributing to global sea-level rise but also threatening freshwater supplies in many of the world’s most populous regions.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: United States National Science Foudation 
#	Grant: ATM-0318430
# --------------------
# Site_Information
#	Site_Name: Quelccaya
#	Location: South America> Peru
#	Country: Peru
#	Northernmost_Latitude: -13.16
#	Southernmost_Latitude: -13.16
#	Easternmost_Longitude: -70.14
#	Westernmost_Longitude: -70.14
#	Elevation: 5470 m
# --------------------
# Data_Collection
#	Collection_Name: 03Quel01
#	Earliest_Year: 488
#	Most_Recent_Year: 2003
#	Time Unit: AD
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)	
#
##age_AD	Age,,,year AD,,,,,N
##accum accumulation,,,meters water equivalent per year,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age_AD	accum
1734	0.828917556
1733	2.403088798
1732	-2.253560023
1731	1.276798914
1730	0.509472764
1729	-2.622403493
1728	-0.244680404
1727	-0.626696856
1726	-0.613523875
1725	1.388769253
1724	-0.988953836
1723	-1.779332703
1722	-0.564125196
1721	-0.149176291
1720	0.269065859
1719	-0.929675422
1718	-0.919795686
1717	0.315171293
1716	-0.896742969
1715	-0.066845159
1714	0.769639141
1713	0.331637519
1712	-1.26558644
1711	0.40079567
1710	-0.000980254
1709	-1.235947232
1708	0.025365709
1707	0.03853869
1706	-0.369823725
1705	0.483126802
1704	0.074764388
1703	0.087937369
1702	0.522645745
1701	0.963940612
1700	-1.1536161
1699	4.405381926
1698	0.150509029
1697	-1.552098779
1696	-0.685975271
1695	0.618149858
1694	0.199907708
1693	-1.736520514
1692	-0.860517271
1691	1.540258536
1690	0.901368952
1689	0.914541933
1688	-1.044939006
1687	0.720240462
1686	2.492006421
1685	-0.13600331
1684	-0.567418441
1683	-0.112950593
1682	0.33822401
1681	-0.537779234
1680	-1.420368968
1679	1.71150729
1678	3.516205701
1677	-0.050378933
1676	0.858556764
1675	1.319611102
1674	1.332784083
1673	0.440314613
1672	0.904662197
1671	1.372303027
1670	0.93100816
1669	-0.880276742
1668	1.408528725
1667	-0.863810516
1666	2.353690119
1665	0.990286575
1664	-0.149176291
1663	2.627029477
1662	0.562164689
1661	-0.814411837
1660	3.137482495
1659	1.757612724
1658	0.604976877
1657	1.082497442
1656	0.628029594
1655	-0.063551914
1654	0.647789066
1653	0.190027972
1652	1.141775857
1651	-0.26114663
1650	2.063884535
1649	1.178001555
1648	1.378889517
1647	-0.228214178
1646	2.162681893
1645	0.269065859
1644	-0.201868215
1643	2.205494082
1642	1.257039442
1641	0.789398613
1640	1.280092159
1639	1.29326514
1638	3.239573098
1637	0.3448105
1636	0.842090537
1635	0.367863217
1634	1.34925031
1633	0.87502299
1632	-0.093191121
1631	0.894782462
1630	2.380036081
1629	2.883902608
1628	0.927714914
1627	-0.047085687
1626	2.432728006
1625	1.454634159
1624	0.970527103
1623	0.486420047
1622	0.99357982
1621	0.753172915
1620	1.013339292
1619	2.027658837
1618	-0.468621083
1617	-0.458741347
1616	-0.956021384
1615	-1.45330142
1614	-0.43568863
1613	0.838797292
1612	-1.229360742
1611	-0.359943989
1610	-0.402756177
1609	-0.392876441
1608	0.127456312
1607	0.137336048
1606	0.657668802
1605	0.153802274
1604	1.708214045
1603	1.721387026
1602	0.957354122
1601	-0.323718291
1600	-0.056965423
1599	0.733413443
1598	1.783958686
1597	-0.290785838
1596	0.242719897
1595	-0.271026366
1594	-0.26114663
1593	1.322904347
1592	-1.298518892
1591	-0.234800668
1590	-0.228214178
1589	-0.218334442
1588	1.382182762
1587	0.865143254
1586	1.938741214
1585	-0.715614479
1584	-0.172229008
1583	0.374449708
1582	-0.208454706
1581	0.39420918
1580	0.944181141
1579	-0.122830329
1578	-0.116243838
1577	0.437021368
1576	0.990286575
1575	1.003459556
1574	0.469953821
1573	-0.613523875
1572	1.036392008
1571	-1.143736364
1570	-0.587177913
1569	-0.027326216
1568	0.259186123
1567	-0.284199347
1566	-1.104217421
1565	0.568751179
1564	-1.644309646
1563	0.035245445
1562	0.04512518
1561	1.734560007
1560	0.064884652
1559	0.074764388
1558	0.651082311
1557	-1.031766025
1556	0.107696841
1555	-0.448861611
1554	-0.438981875
1553	-0.42910214
1552	-0.419222404
1551	1.879462799
1550	0.173561746
1549	-0.962607874
1548	0.772932386
1547	-0.369823725
1546	0.21966718
1545	-1.505993345
1544	2.564457817
1543	0.835504047
1542	0.265772614
1541	-0.893449723
1540	-0.297372328
1539	-1.459887911
1538	0.311878048
1537	-0.264439876
1536	0.927714914
1535	-0.244680404
1534	-0.827584818
1533	0.374449708
1532	0.384329444
1531	-0.26114663
1530	-1.387436515
1529	0.423848387
1528	1.639055894
1527	-0.758426667
1526	-1.354504062
1525	-0.132710065
1524	-1.338037836
1523	-1.3281581
1522	-0.099777612
1521	-1.311691874
1520	1.151655593
1519	-1.907769269
1518	-0.666215799
1517	-0.656336064
1516	1.770785705
1515	-1.878130061
1514	0.618149858
1513	0.008899482
1512	-0.603644139
1511	-1.848490854
1510	1.303144876
1509	1.319611102
1508	-1.193135044
1507	-1.815558401
1506	1.369009781
1505	0.110990086
1504	0.763052651
1503	-1.143736364
1502	-0.4916738
1501	-1.123976893
1500	0.81903782
1499	-1.749693495
1498	0.203200954
1497	-0.432395385
1496	-0.422515649
1495	-1.064698478
1494	-1.054818742
1493	-1.041645761
1492	-2.349064136
1491	-0.363237234
1490	-2.335891154
1489	-1.664069118
1488	-1.657482628
1487	-0.979074101
1486	-0.969194365
1485	-0.959314629
1484	1.072617707
1483	-1.611377194
1482	-0.926382176
1481	-0.913209195
1480	-0.903329459
1479	-2.256853268
1478	-2.246973532
1477	-0.870397007
1476	-0.857224025
1475	-2.22721406
1474	-0.142589801
1473	-0.824291573
1472	-0.116243838
1471	-0.801238856
1470	-0.089897876
1469	-0.774892894
1468	-1.117390402
1467	-0.399462932
1466	-0.033912706
1465	-0.72878746
1464	-0.715614479
1463	-0.702441497
1462	-0.692561762
1461	-0.679388781
1460	-1.387436515
1459	-2.098777495
1458	-0.643163082
1457	-1.354504062
1456	-2.072431532
1455	-1.33474459
1454	-0.590471158
1453	-0.577298177
1452	-0.564125196
1451	-1.364383798
1450	0.203200954
1449	0.216373935
1448	-0.511433271
1447	-1.993393646
1446	-1.986807155
1445	-1.222774251
1444	-0.458741347
1443	0.311878048
1442	-1.189841798
1441	-0.419222404
1440	-1.166789081
1439	-0.389583196
1438	0.390915934
1437	0.407382161
1436	-1.120683648
1435	-1.107510666
1434	-1.097630931
1433	-1.084457949
1432	-0.290785838
1431	-0.277612857
1430	-1.048232251
1429	-0.247973649
1428	0.558871443
1427	-0.218334442
1426	-0.205161461
1425	-0.988953836
1424	-0.975780855
1423	-0.962607874
1422	-0.952728138
1421	-0.939555157
1420	0.697187745
1419	-1.726640778
1418	-0.900036214
1417	-0.886863233
1416	-0.053672178
1415	-0.860517271
1414	-1.677242099
1413	-0.007566744
1412	0.842090537
1411	-0.811118592
1410	-0.79794561
1409	-0.784772629
1408	-0.771599648
1407	0.087937369
1406	0.104403595
1405	-2.431395267
1404	-1.57185825
1403	0.153802274
1402	-2.408342551
1401	-1.538925798
1400	0.203200954
1399	-0.649749573
1398	0.236133406
1397	-0.620110366
1396	0.269065859
1395	-0.593764403
1394	-1.459887911
1393	0.318464538
1392	-0.550952215
1391	-0.626696856
1390	-1.413782477
1389	0.387622689
1388	-0.494967045
1387	-1.380850024
1386	-1.367677043
1385	-0.541072479
1384	-0.43568863
1383	0.493006538
1382	-0.406049423
1381	-1.308398628
1380	-1.298518892
1379	0.562164689
1378	-1.275466176
1377	-0.330304781
1376	0.614856613
1375	-0.300665574
1374	-0.287492593
1373	0.670841783
1372	-1.203014779
1371	-1.189841798
1370	0.723533707
1369	-1.166789081
1368	0.763052651
1367	-1.140443119
1366	-1.127270138
1365	-2.082311268
1364	-1.104217421
1363	-1.09104444
1362	-0.103070857
1361	-3.024179417
1360	-0.070138404
1359	-0.053672178
1358	-1.02847278
1357	-2.006566627
1356	-1.996686891
1355	1.006752801
1354	0.025365709
1353	1.046271744
1352	-0.952728138
1351	0.071471143
1350	1.102256914
1349	-0.913209195
1348	-0.900036214
1347	0.137336048
1346	-0.873690252
1345	-0.860517271
1344	0.186734727
1343	-0.834171309
1342	0.21966718
1341	-0.807825346
1340	0.252599633
1339	0.269065859
1338	-2.87598338
1337	0.301998312
1336	0.318464538
1335	-2.856223908
1334	1.418408461
1333	-0.702441497
1332	-0.689268516
1331	0.40079567
1330	-0.659629309
1329	0.437021368
1328	-0.633283347
1327	0.469953821
1326	0.486420047
1325	-0.593764403
1324	-1.680535344
1323	0.539111972
1322	-0.550952215
1321	0.572044425
1320	-0.636576592
1319	0.608270123
1318	-1.617963684
1317	0.641202575
1316	1.787251931
1315	-1.588324477
1314	-0.442275121
1313	-2.704734625
1312	0.726826953
1311	-0.399462932
1310	-1.535632552
1309	-0.37311697
1308	0.795985103
1307	-0.346771008
1306	-0.330304781
1305	0.848677028
1304	0.868436499
1303	-0.290785838
1302	-0.274319612
1301	-0.26114663
1300	-0.247973649
1299	-0.231507423
1298	-0.218334442
1297	-0.205161461
1296	1.006752801
1295	-0.175522253
1294	-0.162349272
1293	-1.357797307
1292	-0.13600331
1291	-1.943994967
1290	-2.546658852
1289	-2.536779116
1288	-0.692561762
1287	0.552284953
1286	-0.666215799
1285	-1.27217293
1284	-0.020739725
1283	-0.007566744
1282	-1.242533723
1281	-2.480793947
1280	0.035245445
1279	-1.20960127
1278	0.061591407
1277	-1.186548553
1276	0.091230614
1275	1.378889517
1274	-1.156909346
1273	-1.14702961
1272	-2.418222286
1271	-1.123976893
1270	0.176854991
1269	0.190027972
1268	0.203200954
1267	0.216373935
1266	0.232840161
1265	-1.061405233
1264	0.259186123
1263	0.272359104
1262	-1.031766025
1261	0.301998312
1260	0.315171293
1259	1.658815366
1258	-0.988953836
1257	-0.979074101
1256	1.71150729
1255	0.384329444
1254	0.265772614
1253	0.278945595
1252	-0.926382176
1251	-0.91650244
1250	1.813597894
1249	0.466660576
1248	-2.250266777
1247	-0.873690252
1246	1.882756044
1245	-0.85393078
1244	0.535818726
1243	0.548991708
1242	-2.210747834
1241	-0.811118592
1240	1.984846648
1239	-0.79135912
1238	2.017779101
1237	0.63132284
1236	0.644495821
1235	-0.751840177
1234	-0.741960441
1233	2.103403478
1232	0.70048099
1231	-0.712321233
1230	0.012192728
1229	0.022072463
1228	2.18573461
1227	-0.67280229
1226	0.779518877
1225	-0.653042818
1224	-2.088897759
1223	-0.633283347
1222	0.832210801
1221	0.842090537
1220	-0.603644139
1219	-2.055965306
1218	2.350396874
1217	-0.574004932
1216	2.380036081
1215	-2.032912589
1214	-0.544365724
1213	-0.534485988
1212	-0.527899498
1211	-0.518019762
1210	-1.999980136
1209	-1.993393646
1208	-0.488380555
1207	1.023219027
1206	-0.471914328
1205	2.554578081
1204	1.059444725
1203	-1.957167948
1202	-1.950581457
1201	-0.425808894
1200	1.108843405
1199	1.11872314
1198	1.131896121
1197	-1.92094225
1196	1.154948838
1195	1.16812182
1194	1.181294801
1193	-0.353357498
1192	-0.343477762
1191	1.214227253
1190	-0.327011536
1189	-0.471914328
1188	-1.86495708
1187	-0.300665574
1186	1.273505668
1185	1.283385404
1184	-0.274319612
1183	-0.264439876
1182	-0.257853385
1181	0.539111972
1180	-1.031766025
1179	-0.231507423
1178	1.362423291
1177	1.375596272
1176	1.385476008
1175	-1.792505684
1174	-0.19198848
1173	-0.182108744
1172	-0.175522253
1171	-0.165642517
1170	-0.159056027
1169	-1.759573231
1168	1.471100385
1167	-0.13600331
1166	-0.126123574
1165	-0.119537084
1164	3.137482495
1163	-1.729934024
1162	-0.096484367
1161	3.177001438
1160	-0.08001814
1159	-0.07343165
1158	-0.066845159
1157	-0.056965423
1156	-1.693708326
1155	1.602830196
1154	1.612709932
1153	-0.027326216
1152	-0.020739725
1151	-0.014153235
1150	-1.667362363
1149	1.662108611
1148	0.008899482
1147	-1.650896137
1146	0.022072463
1145	0.028658954
1144	-1.637723156
1143	1.718093781
1142	0.048418426
1141	1.737853252
1140	0.064884652
1139	-1.614670439
1138	0.078057633
1137	-1.604790703
1136	1.780665441
1135	0.097817105
1134	0.104403595
1133	-1.588324477
1132	0.117576576
1131	0.120869822
1130	0.127456312
1129	0.134042803
1128	-1.56527176
1127	0.147215784
1126	1.866289818
1125	0.160388765
1124	0.166975256
1123	1.718093781
1122	0.180148237
1121	0.183441482
1120	0.190027972
1119	0.196614463
1118	0.203200954
1117	0.209787444
1116	-1.519166326
1115	1.955207441
1114	0.226253671
1113	0.232840161
1112	0.236133406
1111	-1.499406854
1110	0.249306387
1109	2.001312874
1108	-1.489527118
1107	0.265772614
1106	0.269065859
1105	0.27565235
1104	0.28223884
1103	0.288825331
1102	-2.34577089
1101	-1.463181156
1100	-0.577298177
1099	0.308584802
1098	0.315171293
1097	0.318464538
1096	0.325051029
1095	0.328344274
1094	-1.436835194
1093	2.113283214
1092	0.3448105
1091	-1.426955458
1090	0.354690236
1089	-1.420368968
1088	0.364569972
1087	0.371156463
1086	0.374449708
1085	0.377742953
1084	0.384329444
1083	0.390915934
1082	0.39420918
1081	0.397502425
1080	0.404088915
1079	-1.387436515
1078	-1.387436515
1077	2.218667063
1076	0.423848387
1075	-3.178961945
1074	-1.374263534
1073	0.437021368
1072	0.440314613
1071	-1.364383798
1070	0.450194349
1069	-1.357797307
1068	0.460074085
1067	2.277945478
1066	0.469953821
1065	-1.344624326
1064	0.476540312
1063	-1.341331081
1062	3.219813627
1061	-0.422515649
1060	0.496299783
1059	-1.3281581
1058	0.321757784
1057	0.509472764
1056	-1.318278364
1055	0.516059255
1054	0.522645745
1053	2.363569855
1052	-1.492820364
1051	-1.305105383
1050	0.539111972
1049	-1.298518892
1048	-1.295225647
1047	-1.291932402
1046	0.555578198
1045	-1.288639157
1044	0.565457934
1043	0.568751179
1042	-1.278759421
1041	0.578630915
1040	-1.27217293
1039	-1.268879685
1038	0.591803896
1037	0.595097141
1036	0.598390387
1035	0.604976877
1034	0.608270123
1033	0.611563368
1032	-1.249120213
1031	0.621443104
1030	0.624736349
1029	-1.242533723
1028	-1.239240477
1027	0.63790933
1026	-1.232653987
1025	0.647789066
1024	-1.226067496
1023	0.657668802
1022	0.660962047
1021	-1.216187761
1020	0.670841783
1019	-1.212894515
1018	0.677428273
1017	2.571044307
1016	-1.203014779
1015	-1.199721534
1014	0.697187745
1013	-1.193135044
1012	-1.189841798
1011	-1.186548553
1010	-1.183255308
1009	-1.179962063
1008	-3.080164587
1007	-1.173375572
1006	0.733413443
1005	-1.170082327
1004	0.743293179
1003	0.749879669
1002	0.753172915
1001	-1.1536161
1000	-3.101340026
999	-1.09583547
998	2.922053589
997	-1.088955523
996	0.926868954
995	0.930308927
994	-1.075195629
993	-1.274714093
992	-1.068315682
991	-1.064875708
990	-1.061435735
989	0.964708662
988	-1.054555788
987	-1.051115814
986	0.98190853
985	-1.044235867
984	-1.03735592
983	-3.070380264
982	-1.030475973
981	1.009428318
980	1.016308265
979	-1.020156053
978	-1.016716079
977	1.033508132
976	-1.006396159
975	-1.002956185
974	-0.999516212
973	1.061027921
972	-0.989196291
971	1.071347841
970	1.078227788
969	2.117099788
968	2.123979735
967	-0.96855645
966	-0.965116477
965	-0.95823653
964	-0.954796556
963	1.126387417
962	-0.944476636
961	-0.941036662
960	-0.937596689
959	-0.930716742
958	-0.927276768
957	-3.011900715
956	0.128795099
955	0.135675046
954	1.191746914
953	-0.903196953
952	-0.896317006
951	-0.892877033
950	-0.885997086
949	-0.882557112
948	-2.991260874
947	0.187274649
946	-1.924869086
945	-0.861917271
944	-0.855037324
943	-0.851597351
942	-0.844717404
941	-0.837837457
940	1.301826066
939	-0.827517536
938	-0.820637589
937	-2.960301112
936	-0.810317669
935	-0.803437722
934	1.353425669
933	-0.793117801
932	-0.786237854
931	-0.779357907
930	-0.77247796
929	-0.769037987
928	-0.978876371
927	-2.929341351
926	-0.748398146
925	1.435985033
924	-0.738078225
923	-1.821669881
922	-0.724318331
921	0.379913166
920	-0.710558437
919	1.497904556
918	-1.797590066
917	-1.794150092
916	1.528864318
915	0.211354464
914	-0.669278755
913	1.559824079
912	-0.655518861
911	0.465912503
910	-1.756310384
909	1.604543735
908	-0.624559099
907	-0.617679152
906	0.514072133
905	-0.603919258
904	0.531272
903	-1.715030702
902	-1.711590728
901	-0.572959497
900	-1.697830834
899	-1.690950887
898	-0.548879682
897	-0.538559761
896	1.752462596
895	0.620711311
894	-1.663431099
893	-0.5076
892	0.651671073
891	-0.490400132
890	-1.635911311
889	1.841901907
888	1.855661801
887	-1.618711443
886	0.71703057
885	-0.43880053
884	-0.428480609
883	-0.421600662
882	-0.411280742
881	0.772070146
880	-1.570551814
879	-1.563671867
878	0.806469881
877	-0.366561086
876	-2.729822887
875	-0.349361218
874	-1.529272132
873	-1.522392185
872	-0.318401457
871	0.889029245
870	-0.301201589
869	-0.290881669
868	-0.280561748
867	-0.270241828
866	-0.259921907
865	-0.249601987
864	2.189339232
863	-1.450152741
862	-0.466320318
861	-1.432952874
860	-1.426072927
859	1.036948106
858	-0.180802516
857	-1.401993112
