# Lombok Strait, Indonesia Coral Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1903
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/bali2003.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date:  2004-12
#--------------------
# Title
#	Study_Name: Bali Coral Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#--------------------
# Description_and_Notes
#	Description: Records of past climate and ocean environment derived from stable isotope, trace metal, and other measurements made on corals and sclerosponges. Parameter keywords describe what was measured in this data set. Additional summary information can be found in the abstracts of papers listed in the data set citations. 
#--------------------
# Publication 
#       Authors: Charles, C.D.; Cobb, K.M.; Moore, M.D.; Fairbanks, R.G.
#       Published_Date_or_Year: 2003-06-19
#       Published_Title: Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century.
#       Journal_Name: Marine Geology
#       Volume: 201
#       Edition: 
#       Issue: Issues 1–3
#       Pages: 207-222
#       DOI:  10.1016/S0025-3227(03)00217-2
#       Online_Resource: 
#       Full_Citation: Charles, C.D., K. Cobb, M.D. Moore, and R.G. Fairbanks. 2003. Monsoon-tropical ocean interaction in a network of coral records spanning the 20th century. Marine Geology, v. 201, pp. 207-222.
#       Abstract: The 20th century evolution of basin-wide gradients in surface ocean properties provides one essential test for recent models of the interaction between the Asian monsoon and the tropical ocean, because various feedback mechanisms should result in characteristic regional patterns of variability. Although the instrumental record of climate variability in the tropics is essentially limited to the last few decades, the stable isotopic composition of living corals provides an effective means for extending the instrumental observations. Here we present two coral isotopic records from the Indonesian Maritime Continent, and we use these records with other previously published records to describe: (i) the relationship between western Pacific and central Pacific climate variability over the past century, with special emphasis on the biennial band; and (ii) the strength of the west-east 'Indian Ocean Dipole'. We find that the amplitude of the biennial cycle in the Pacific did not vary inversely with the strength of ENSO (El Nino Southern Oscillation), as might be expected from some models of monsoonal feedback on the central Pacific. Instead, the biennial variability was modulated on decadal timescales throughout much of the Pacific. We also show that the zonal oxygen isotopic gradient in the Indian Ocean coral records was significantly correlated with central Pacific sea surface temperature on a variety of timescales. Thus, it is likely that this 'coral dipole' was a product of strong ENSO-like teleconnections over the Indian Ocean, as opposed to being the result of unique Indian Ocean or monsoonal dynamics.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Lombok Strait, Bali, Indonesia
#       Location: Ocean>Indian Ocean>Indonesia
#	Country: Indonesia 
#	Northernmost_Latitude: -8.25 
# 	Southernmost_Latitude: -8.25 
# 	Easternmost_Longitude: 115.50
# 	Westernmost_Longitude: 115.50 
# 	Elevation: -3 m  
#------------------
# Data_Collection   
#	Collection_Name: 03indo01a
#	Earliest_Year: 1782
#	Most_Recent_Year: 1990
#	Time_Unit: y_ad
#	Core_Length: 
#	Notes: 
#------------------
# Species
#	Species_Name: Porites sp.
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,y_ad, , Corals and Sclerosponges, , ,N
##d18O	delta 18 Oxygen, Porites sp., , permil VPDB, , Corals and Sclerosponges, , ,N
##d18O_sa	seasonally averaged delta 18 Oxygen, Porites sp., , permil VPDB, , Corals and Sclerosponges, average: seasonal, ,N
##d18O_anom	delta 18 oxygen anomaly, Porites sp., , permil VPDB, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	d18O_sa	d18O_anom
1897.50	-4.9380	-4.8316	-0.10643
1897.58	-5.0151	-4.9078	-0.10725
1897.67	-5.0680	-4.9913	-0.07674
1897.75	-5.2200	-5.0856	-0.13437
1897.83	-5.2580	-5.1759	-0.08211
1897.92	-5.4170	-5.2282	-0.18880
1898.00	-5.2640	-5.2521	-0.01189
1898.08	-5.1850	-5.1031	-0.08194
1898.17	-5.1020	-4.9667	-0.13531
1898.25	-4.9710	-4.8574	-0.11360
1898.33	-4.9680	-4.7997	-0.16827
1898.42	-4.9440	-4.7875	-0.15652
1898.50	-4.9970	-4.8316	-0.16543
1898.58	-5.0071	-4.9078	-0.09925
1898.67	-5.2010	-4.9913	-0.20974
1898.75	-5.1140	-5.0856	-0.02837
1898.83	-5.1920	-5.1759	-0.01611
1898.92	-5.3840	-5.2282	-0.15580
1899.00	-5.4080	-5.2521	-0.15589
1899.08	-5.3880	-5.1031	-0.28494
1899.17	-4.9980	-4.9667	-0.03131
1899.25	-4.7860	-4.8574	0.07140
1899.33	-4.6910	-4.7997	0.10873
1899.42	-4.8320	-4.7875	-0.04452
1899.50	-4.9430	-4.8316	-0.11143
1899.58	-4.9281	-4.9078	-0.02025
1899.67	-5.1680	-4.9913	-0.17674
1899.75	-5.2720	-5.0856	-0.18636
1899.83	-5.3630	-5.1759	-0.18711
1899.92	-5.4080	-5.2282	-0.17980
1900.00	-5.4150	-5.2521	-0.16289
1900.08	-5.3790	-5.1031	-0.27594
1900.17	-5.2730	-4.9667	-0.30631
1900.25	-5.0740	-4.8574	-0.21660
1900.33	-4.9970	-4.7997	-0.19727
1900.42	-4.8920	-4.7875	-0.10452
1900.50	-4.8850	-4.8316	-0.05343
1900.58	-5.0291	-4.9078	-0.12125
1900.67	-5.0780	-4.9913	-0.08674
1900.75	-5.3260	-5.0856	-0.24036
1900.83	-5.2770	-5.1759	-0.10111
1900.92	-5.4200	-5.2282	-0.19180
1901.00	-5.5320	-5.2521	-0.27989
1901.08	-5.1630	-5.1031	-0.05994
1901.17	-5.0070	-4.9667	-0.04031
1901.25	-5.0450	-4.8574	-0.18760
1901.33	-4.9170	-4.7997	-0.11727
1901.42	-4.6780	-4.7875	0.10948
1901.50	-5.0360	-4.8316	-0.20443
1901.58	-5.0881	-4.9078	-0.18025
1901.67	-5.1100	-4.9913	-0.11874
1901.75	-5.1720	-5.0856	-0.08637
1901.83	-5.0700	-5.1759	0.10589
1901.92	-5.2130	-5.2282	0.01520
1902.00	-5.1980	-5.2521	0.05411
1902.08	-5.2000	-5.1031	-0.09694
1902.17	-5.0910	-4.9667	-0.12431
1902.25	-4.7420	-4.8574	0.11540
1902.33	-4.5550	-4.7997	0.24473
1902.42	-4.6480	-4.7875	0.13948
1902.50	-4.6370	-4.8316	0.19457
1902.58	-4.5551	-4.9078	0.35275
1902.67	-4.8990	-4.9913	0.09226
1902.75	-5.0070	-5.0856	0.07864
1902.83	-5.0890	-5.1759	0.08689
1902.92	-5.1570	-5.2282	0.07120
1903.00	-5.2730	-5.2521	-0.02089
1903.08	-5.2340	-5.1031	-0.13094
1903.17	-4.9390	-4.9667	0.02769
1903.25	-4.8100	-4.8574	0.04740
1903.33	-4.6760	-4.7997	0.12373
1903.42	-4.5910	-4.7875	0.19648
1903.50	-4.8080	-4.8316	0.02357
1903.58	-4.9311	-4.9078	-0.02325
1903.67	-4.9300	-4.9913	0.06126
1903.75	-4.9780	-5.0856	0.10763
1903.83	-4.9540	-5.1759	0.22189
1903.92	-5.0420	-5.2282	0.18620
1904.00	-4.9840	-5.2521	0.26811
1904.08	-5.0070	-5.1031	0.09606
1904.17	-5.1010	-4.9667	-0.13431
1904.25	-4.9630	-4.8574	-0.10560
1904.33	-4.9370	-4.7997	-0.13727
1904.42	-4.7200	-4.7875	0.06748
1904.50	-4.7980	-4.8316	0.03357
1904.58	-4.9521	-4.9078	-0.04425
1904.67	-5.1670	-4.9913	-0.17574
1904.75	-5.1500	-5.0856	-0.06437
1904.83	-5.2460	-5.1759	-0.07011
1904.92	-5.3720	-5.2282	-0.14380
1905.00	-5.1710	-5.2521	0.08111
1905.08	-5.1560	-5.1031	-0.05294
1905.17	-4.9130	-4.9667	0.05369
1905.25	-4.6310	-4.8574	0.22640
1905.33	-4.6420	-4.7997	0.15773
1905.42	-4.6520	-4.7875	0.13548
1905.50	-4.7110	-4.8316	0.12057
1905.58	-4.8721	-4.9078	0.03575
1905.67	-5.0790	-4.9913	-0.08774
1905.75	-5.2000	-5.0856	-0.11436
1905.83	-5.3130	-5.1759	-0.13711
1905.92	-5.2070	-5.2282	0.02120
1906.00	-5.0300	-5.2521	0.22211
1906.08	-4.9770	-5.1031	0.12606
1906.17	-4.8370	-4.9667	0.12969
1906.25	-4.8420	-4.8574	0.01540
1906.33	-4.9460	-4.7997	-0.14627
1906.42	-4.9590	-4.7875	-0.17152
1906.50	-5.0150	-4.8316	-0.18343
1906.58	-5.1590	-4.9078	-0.25125
1906.67	-5.1150	-4.9913	-0.12374
1906.75	-5.0300	-5.0856	0.05564
1906.83	-5.0090	-5.1759	0.16689
1906.92	-5.2740	-5.2282	-0.04580
1907.00	-5.2050	-5.2521	0.04711
1907.08	-4.7380	-5.1031	0.36506
1907.17	-4.7130	-4.9667	0.25369
1907.25	-4.7600	-4.8574	0.09740
1907.33	-4.7180	-4.7997	0.08173
1907.42	-4.7740	-4.7875	0.01348
1907.50	-4.9040	-4.8316	-0.07243
1907.58	-5.0210	-4.9078	-0.11325
1907.67	-5.1370	-4.9913	-0.14574
1907.75	-5.1190	-5.0856	-0.03337
1907.83	-5.2180	-5.1759	-0.04211
1907.92	-5.3230	-5.2282	-0.09480
1908.00	-5.2490	-5.2521	0.00311
1908.08	-5.2210	-5.1031	-0.11794
1908.17	-5.1040	-4.9667	-0.13731
1908.25	-4.9160	-4.8574	-0.05860
1908.33	-4.8280	-4.7997	-0.02827
1908.42	-4.8360	-4.7875	-0.04852
1908.50	-4.9390	-4.8316	-0.10743
1908.58	-4.9831	-4.9078	-0.07525
1908.67	-5.1780	-4.9913	-0.18674
1908.75	-5.1540	-5.0856	-0.06837
1908.83	-5.3110	-5.1759	-0.13511
1908.92	-5.3280	-5.2282	-0.09980
1909.00	-5.4940	-5.2521	-0.24189
1909.08	-5.2290	-5.1031	-0.12594
1909.17	-5.2940	-4.9667	-0.32731
1909.25	-5.2460	-4.8574	-0.38860
1909.33	-5.0070	-4.7997	-0.20727
1909.42	-4.9740	-4.7875	-0.18652
1909.50	-4.9660	-4.8316	-0.13443
1909.58	-4.9220	-4.9078	-0.01425
1909.67	-5.0310	-4.9913	-0.03974
1909.75	-5.4130	-5.0856	-0.32737
1909.83	-5.2160	-5.1759	-0.04011
1909.92	-5.3680	-5.2282	-0.13980
1910.00	-5.4140	-5.2521	-0.16189
1910.08	-5.3590	-5.1031	-0.25594
1910.17	-4.8610	-4.9667	0.10569
1910.25	-4.8700	-4.8574	-0.01260
1910.33	-4.8950	-4.7997	-0.09527
1910.42	-4.8860	-4.7875	-0.09852
1910.50	-5.0500	-4.8316	-0.21843
1910.58	-5.1231	-4.9078	-0.21525
1910.67	-5.0820	-4.9913	-0.09074
1910.75	-5.1610	-5.0856	-0.07537
1910.83	-5.2370	-5.1759	-0.06111
1910.92	-5.4010	-5.2282	-0.17280
1911.00	-5.2710	-5.2521	-0.01889
1911.08	-5.3310	-5.1031	-0.22794
1911.17	-4.9900	-4.9667	-0.02331
1911.25	-4.9490	-4.8574	-0.09160
1911.33	-4.7220	-4.7997	0.07773
1911.42	-4.6840	-4.7875	0.10348
1911.50	-4.6950	-4.8316	0.13657
1911.58	-4.7821	-4.9078	0.12575
1911.67	-4.9130	-4.9913	0.07826
1911.75	-4.9100	-5.0856	0.17563
1911.83	-5.3020	-5.1759	-0.12611
1911.92	-5.1910	-5.2282	0.03720
1912.00	-5.4090	-5.2521	-0.15689
1912.08	-5.1720	-5.1031	-0.06894
1912.17	-4.7180	-4.9667	0.24869
1912.25	-4.4860	-4.8574	0.37140
1912.33	-4.5540	-4.7997	0.24573
1912.42	-4.6810	-4.7875	0.10648
1912.50	-4.8070	-4.8316	0.02457
1912.58	-4.8651	-4.9078	0.04275
1912.67	-4.8750	-4.9913	0.11626
1912.75	-5.0750	-5.0856	0.01064
1912.83	-5.2270	-5.1759	-0.05111
1912.92	-5.1220	-5.2282	0.10620
1913.00	-5.4330	-5.2521	-0.18089
1913.08	-5.1560	-5.1031	-0.05294
1913.17	-4.9590	-4.9667	0.00769
1913.25	-4.8290	-4.8574	0.02840
1913.33	-4.7290	-4.7997	0.07073
1913.42	-4.7860	-4.7875	0.00148
1913.50	-4.7910	-4.8316	0.04057
1913.58	-4.8630	-4.9078	0.04475
1913.67	-4.9380	-4.9913	0.05326
1913.75	-5.0090	-5.0856	0.07664
1913.83	-5.2490	-5.1759	-0.07311
1913.92	-5.2590	-5.2282	-0.03080
1914.00	-5.2660	-5.2521	-0.01389
1914.08	-5.0140	-5.1031	0.08906
1914.17	-4.9870	-4.9667	-0.02031
1914.25	-4.7420	-4.8574	0.11540
1914.33	-4.4000	-4.7997	0.39973
1914.42	-4.2620	-4.7875	0.52548
1914.50	-4.2920	-4.8316	0.53957
1914.58	-4.8801	-4.9078	0.02775
1914.67	-4.6230	-4.9913	0.36826
1914.75	-4.8620	-5.0856	0.22364
1914.83	-4.7420	-5.1759	0.43389
1914.92	-4.8700	-5.2282	0.35820
1915.00	-4.8340	-5.2521	0.41811
1915.08	-4.8420	-5.1031	0.26106
1915.17	-4.3960	-4.9667	0.57069
1915.25	-4.3410	-4.8574	0.51640
1915.33	-4.5110	-4.7997	0.28873
1915.42	-4.5780	-4.7875	0.20948
1915.50	-4.6840	-4.8316	0.14757
1915.58	-4.8751	-4.9078	0.03275
1915.67	-4.9640	-4.9913	0.02726
1915.75	-4.9270	-5.0856	0.15864
1915.83	-4.9370	-5.1759	0.23889
1915.92	-4.9980	-5.2282	0.23020
1916.00	-5.3720	-5.2521	-0.11989
1916.08	-5.1220	-5.1031	-0.01894
1916.17	-4.9330	-4.9667	0.03369
1916.25	-4.8680	-4.8574	-0.01060
1916.33	-4.5550	-4.7997	0.24473
1916.42	-4.2980	-4.7875	0.48948
1916.50	-4.6750	-4.8316	0.15657
1916.58	-4.8131	-4.9078	0.09475
1916.67	-4.8530	-4.9913	0.13826
1916.75	-4.9640	-5.0856	0.12163
1916.83	-5.3300	-5.1759	-0.15411
1916.92	-5.2060	-5.2282	0.02220
1917.00	-5.0570	-5.2521	0.19511
1917.08	-4.5900	-5.1031	0.51306
1917.17	-4.6000	-4.9667	0.36669
1917.25	-4.6370	-4.8574	0.22040
1917.33	-4.5360	-4.7997	0.26373
1917.42	-4.4280	-4.7875	0.35948
1917.50	-4.7050	-4.8316	0.12657
1917.58	-4.6481	-4.9078	0.25975
1917.67	-4.6270	-4.9913	0.36426
1917.75	-4.6730	-5.0856	0.41263
1917.83	-5.0330	-5.1759	0.14289
1917.92	-5.1010	-5.2282	0.12720
1918.00	-5.3730	-5.2521	-0.12089
1918.08	-5.1940	-5.1031	-0.09094
1918.17	-4.9690	-4.9667	-0.00231
1918.25	-4.7110	-4.8574	0.14640
1918.33	-4.7830	-4.7997	0.01673
1918.42	-4.7680	-4.7875	0.01948
1918.50	-4.8250	-4.8316	0.00657
1918.58	-5.0091	-4.9078	-0.10125
1918.67	-5.1280	-4.9913	-0.13674
1918.75	-5.1480	-5.0856	-0.06237
1918.83	-5.0690	-5.1759	0.10689
1918.92	-5.3090	-5.2282	-0.08080
1919.00	-5.1130	-5.2521	0.13911
1919.08	-4.8910	-5.1031	0.21206
1919.17	-4.7730	-4.9667	0.19369
1919.25	-4.5830	-4.8574	0.27440
1919.33	-4.5260	-4.7997	0.27373
1919.42	-4.6010	-4.7875	0.18648
1919.50	-4.5880	-4.8316	0.24357
1919.58	-4.7611	-4.9078	0.14675
1919.67	-4.9790	-4.9913	0.01226
1919.75	-5.2150	-5.0856	-0.12936
1919.83	-5.2310	-5.1759	-0.05511
1919.92	-5.2190	-5.2282	0.00920
1920.00	-5.1910	-5.2521	0.06111
1920.08	-5.1230	-5.1031	-0.01994
1920.17	-5.0180	-4.9667	-0.05131
1920.25	-4.7220	-4.8574	0.13540
1920.33	-4.5250	-4.7997	0.27473
1920.42	-4.6520	-4.7875	0.13548
1920.50	-4.7740	-4.8316	0.05757
1920.58	-4.8101	-4.9078	0.09775
1920.67	-4.9140	-4.9913	0.07726
1920.75	-4.9250	-5.0856	0.16063
1920.83	-4.9770	-5.1759	0.19889
1920.92	-5.0110	-5.2282	0.21720
1921.00	-5.1190	-5.2521	0.13311
1921.08	-4.8760	-5.1031	0.22706
1921.17	-4.8670	-4.9667	0.09969
1921.25	-4.7150	-4.8574	0.14240
1921.33	-4.7020	-4.7997	0.09773
1921.42	-4.4760	-4.7875	0.31148
1921.50	-4.4930	-4.8316	0.33857
1921.58	-4.4501	-4.9078	0.45775
1921.67	-4.8140	-4.9913	0.17726
1921.75	-4.8750	-5.0856	0.21064
1921.83	-4.9320	-5.1759	0.24389
1921.92	-5.0930	-5.2282	0.13520
1922.00	-5.3480	-5.2521	-0.09589
1922.08	-4.9980	-5.1031	0.10506
1922.17	-4.9000	-4.9667	0.06669
1922.25	-4.7730	-4.8574	0.08440
1922.33	-4.7340	-4.7997	0.06573
1922.42	-4.4860	-4.7875	0.30148
1922.50	-4.3720	-4.8316	0.45957
1922.58	-4.6590	-4.9078	0.24875
1922.67	-4.5570	-4.9913	0.43426
1922.75	-4.6770	-5.0856	0.40863
1922.83	-4.8620	-5.1759	0.31389
1922.92	-4.9390	-5.2282	0.28920
1923.00	-5.0750	-5.2521	0.17711
1923.08	-4.7360	-5.1031	0.36706
1923.17	-4.5440	-4.9667	0.42269
1923.25	-4.3910	-4.8574	0.46640
1923.33	-4.4350	-4.7997	0.36473
1923.42	-4.3990	-4.7875	0.38848
1923.50	-4.3680	-4.8316	0.46357
1923.58	-4.4011	-4.9078	0.50675
1923.67	-4.6170	-4.9913	0.37426
1923.75	-4.7860	-5.0856	0.29963
1923.83	-4.8360	-5.1759	0.33989
1923.92	-4.7290	-5.2282	0.49920
1924.00	-4.9870	-5.2521	0.26511
1924.08	-4.9160	-5.1031	0.18706
1924.17	-4.7720	-4.9667	0.19469
1924.25	-4.7210	-4.8574	0.13640
1924.33	-4.7090	-4.7997	0.09073
1924.42	-4.5180	-4.7875	0.26948
1924.50	-4.6230	-4.8316	0.20857
1924.58	-4.7621	-4.9078	0.14575
1924.67	-4.9160	-4.9913	0.07526
1924.75	-4.9700	-5.0856	0.11564
1924.83	-5.1010	-5.1759	0.07489
1924.92	-5.1800	-5.2282	0.04820
1925.00	-5.0420	-5.2521	0.21011
1925.08	-5.1140	-5.1031	-0.01094
1925.17	-4.9250	-4.9667	0.04169
1925.25	-4.7940	-4.8574	0.06340
1925.33	-4.6790	-4.7997	0.12073
1925.42	-4.4800	-4.7875	0.30748
1925.50	-4.6750	-4.8316	0.15657
1925.58	-4.7821	-4.9078	0.12575
1925.67	-4.8020	-4.9913	0.18926
1925.75	-4.8400	-5.0856	0.24564
1925.83	-5.1060	-5.1759	0.06989
1925.92	-5.2400	-5.2282	-0.01180
1926.00	-5.2080	-5.2521	0.04411
1926.08	-5.0830	-5.1031	0.02006
1926.17	-4.9550	-4.9667	0.01169
1926.25	-4.8490	-4.8574	0.00840
1926.33	-4.7220	-4.7997	0.07773
1926.42	-4.6480	-4.7875	0.13948
1926.50	-4.5840	-4.8316	0.24757
1926.58	-4.6671	-4.9078	0.24075
1926.67	-4.6890	-4.9913	0.30226
1926.75	-4.8090	-5.0856	0.27663
1926.83	-4.9260	-5.1759	0.24989
1926.92	-4.8400	-5.2282	0.38820
1927.00	-4.9460	-5.2521	0.30611
1927.08	-4.9890	-5.1031	0.11406
1927.17	-4.9290	-4.9667	0.03769
1927.25	-4.9340	-4.8574	-0.07660
1927.33	-4.7600	-4.7997	0.03973
1927.42	-5.0110	-4.7875	-0.22352
1927.50	-5.1230	-4.8316	-0.29143
1927.58	-4.8791	-4.9078	0.02875
1927.67	-4.7840	-4.9913	0.20726
1927.75	-4.8620	-5.0856	0.22364
1927.83	-4.9070	-5.1759	0.26889
1927.92	-4.9610	-5.2282	0.26720
1928.00	-4.6590	-5.2521	0.59311
1928.08	-4.5300	-5.1031	0.57306
1928.17	-4.5560	-4.9667	0.41069
1928.25	-4.5320	-4.8574	0.32540
1928.33	-4.6150	-4.7997	0.18473
1928.42	-4.8350	-4.7875	-0.04752
1928.50	-4.9160	-4.8316	-0.08443
1928.58	-4.9991	-4.9078	-0.09125
1928.67	-5.0150	-4.9913	-0.02374
1928.75	-5.2280	-5.0856	-0.14236
1928.83	-5.2290	-5.1759	-0.05311
1928.92	-5.2460	-5.2282	-0.01780
1929.00	-5.0240	-5.2521	0.22811
1929.08	-4.8930	-5.1031	0.21006
1929.17	-4.8420	-4.9667	0.12469
1929.25	-4.5980	-4.8574	0.25940
1929.33	-4.7100	-4.7997	0.08973
1929.42	-4.6360	-4.7875	0.15148
1929.50	-4.7340	-4.8316	0.09757
1929.58	-4.9301	-4.9078	-0.02225
1929.67	-5.0470	-4.9913	-0.05574
1929.75	-5.1390	-5.0856	-0.05337
1929.83	-5.3170	-5.1759	-0.14111
1929.92	-5.4050	-5.2282	-0.17680
1930.00	-5.2140	-5.2521	0.03811
1930.08	-5.1060	-5.1031	-0.00294
1930.17	-4.8970	-4.9667	0.06969
1930.25	-4.7390	-4.8574	0.11840
1930.33	-4.6310	-4.7997	0.16873
1930.42	-4.7930	-4.7875	-0.00552
1930.50	-4.9160	-4.8316	-0.08443
1930.58	-5.1460	-4.9078	-0.23825
1930.67	-5.2860	-4.9913	-0.29474
1930.75	-5.2730	-5.0856	-0.18736
1930.83	-5.2880	-5.1759	-0.11211
1930.92	-5.2510	-5.2282	-0.02280
1931.00	-5.0140	-5.2521	0.23811
1931.08	-5.0960	-5.1031	0.00706
1931.17	-5.0770	-4.9667	-0.11031
1931.25	-4.9150	-4.8574	-0.05760
1931.33	-4.9050	-4.7997	-0.10527
1931.42	-4.7690	-4.7875	0.01848
1931.50	-4.9110	-4.8316	-0.07943
1931.58	-5.1260	-4.9078	-0.21825
1931.67	-5.2250	-4.9913	-0.23374
1931.75	-5.0800	-5.0856	0.00563
1931.83	-5.1830	-5.1759	-0.00711
1931.92	-5.1060	-5.2282	0.12220
1932.00	-5.0430	-5.2521	0.20911
1932.08	-4.8980	-5.1031	0.20506
1932.17	-4.7580	-4.9667	0.20869
1932.25	-4.8680	-4.8574	-0.01060
1932.33	-4.9780	-4.7997	-0.17827
1932.42	-4.9970	-4.7875	-0.20952
1932.50	-5.0370	-4.8316	-0.20543
1932.58	-5.1391	-4.9078	-0.23125
1932.67	-5.0820	-4.9913	-0.09074
1932.75	-5.1300	-5.0856	-0.04437
1932.83	-5.0780	-5.1759	0.09789
1932.92	-5.1210	-5.2282	0.10720
1933.00	-5.2870	-5.2521	-0.03489
1933.08	-5.2270	-5.1031	-0.12394
1933.17	-5.3480	-4.9667	-0.38131
1933.25	-5.2040	-4.8574	-0.34660
1933.33	-5.0250	-4.7997	-0.22527
1933.42	-4.9890	-4.7875	-0.20152
1933.50	-5.0570	-4.8316	-0.22543
1933.58	-5.1491	-4.9078	-0.24125
1933.67	-5.2420	-4.9913	-0.25074
1933.75	-5.3240	-5.0856	-0.23836
1933.83	-5.3490	-5.1759	-0.17311
1933.92	-5.2590	-5.2282	-0.03080
1934.00	-5.3330	-5.2521	-0.08089
1934.08	-5.1270	-5.1031	-0.02394
1934.17	-5.0780	-4.9667	-0.11131
1934.25	-5.0110	-4.8574	-0.15360
1934.33	-4.9340	-4.7997	-0.13427
1934.42	-4.8770	-4.7875	-0.08952
1934.50	-4.7520	-4.8316	0.07957
1934.58	-4.6421	-4.9078	0.26575
1934.67	-4.7230	-4.9913	0.26826
1934.75	-4.9150	-5.0856	0.17063
1934.83	-4.9690	-5.1759	0.20689
1934.92	-5.0150	-5.2282	0.21320
1935.00	-4.9480	-5.2521	0.30411
1935.08	-4.8370	-5.1031	0.26606
1935.17	-5.0340	-4.9667	-0.06731
1935.25	-4.8260	-4.8574	0.03140
1935.33	-4.7800	-4.7997	0.01973
1935.42	-4.8870	-4.7875	-0.09952
1935.50	-5.0830	-4.8316	-0.25143
1935.58	-5.2031	-4.9078	-0.29525
1935.67	-5.3450	-4.9913	-0.35374
1935.75	-5.5300	-5.0856	-0.44436
1935.83	-5.4240	-5.1759	-0.24811
1935.92	-5.5250	-5.2282	-0.29680
1936.00	-5.3550	-5.2521	-0.10289
1936.08	-5.4550	-5.1031	-0.35194
1936.17	-5.1870	-4.9667	-0.22031
1936.25	-4.9620	-4.8574	-0.10460
1936.33	-4.8010	-4.7997	-0.00127
1936.42	-4.6370	-4.7875	0.15048
1936.50	-4.6160	-4.8316	0.21557
1936.58	-4.7341	-4.9078	0.17375
1936.67	-4.8950	-4.9913	0.09626
1936.75	-5.1160	-5.0856	-0.03037
1936.83	-5.2360	-5.1759	-0.06011
1936.92	-5.0770	-5.2282	0.15120
1937.00	-5.0800	-5.2521	0.17211
1937.08	-4.9310	-5.1031	0.17206
1937.17	-4.7940	-4.9667	0.17269
1937.25	-4.6930	-4.8574	0.16440
1937.33	-4.6400	-4.7997	0.15973
1937.42	-4.6030	-4.7875	0.18448
1937.50	-4.6850	-4.8316	0.14657
1937.58	-4.9741	-4.9078	-0.06625
1937.67	-4.9870	-4.9913	0.00426
1937.75	-4.9200	-5.0856	0.16564
1937.83	-5.1780	-5.1759	-0.00211
1937.92	-5.2220	-5.2282	0.00620
1938.00	-5.1690	-5.2521	0.08311
1938.08	-4.8910	-5.1031	0.21206
1938.17	-5.0640	-4.9667	-0.09731
1938.25	-4.9370	-4.8574	-0.07960
1938.33	-4.8080	-4.7997	-0.00827
1938.42	-4.8690	-4.7875	-0.08152
1938.50	-4.8870	-4.8316	-0.05543
1938.58	-4.8271	-4.9078	0.08075
1938.67	-4.8280	-4.9913	0.16326
1938.75	-4.9500	-5.0856	0.13564
1938.83	-5.0720	-5.1759	0.10389
1938.92	-5.1340	-5.2282	0.09420
1939.00	-5.2950	-5.2521	-0.04289
1939.08	-4.9280	-5.1031	0.17506
1939.17	-4.7870	-4.9667	0.17969
1939.25	-5.0130	-4.8574	-0.15560
1939.33	-4.7980	-4.7997	0.00173
1939.42	-4.8780	-4.7875	-0.09052
1939.50	-4.9400	-4.8316	-0.10843
1939.58	-5.0010	-4.9078	-0.09325
1939.67	-5.0720	-4.9913	-0.08074
1939.75	-5.0990	-5.0856	-0.01337
1939.83	-5.2720	-5.1759	-0.09611
1939.92	-5.2820	-5.2282	-0.05380
1940.00	-5.0960	-5.2521	0.15611
1940.08	-4.9280	-5.1031	0.17506
1940.17	-4.7800	-4.9667	0.18669
1940.25	-4.7950	-4.8574	0.06240
1940.33	-4.9950	-4.7997	-0.19527
1940.42	-4.4940	-4.7875	0.29348
1940.50	-4.4950	-4.8316	0.33657
1940.58	-4.6161	-4.9078	0.29175
1940.67	-4.9370	-4.9913	0.05426
1940.75	-4.9120	-5.0856	0.17364
1940.83	-4.8870	-5.1759	0.28889
1940.92	-4.9030	-5.2282	0.32520
1941.00	-5.0310	-5.2521	0.22111
1941.08	-4.9280	-5.1031	0.17506
1941.17	-4.8800	-4.9667	0.08669
1941.25	-4.5980	-4.8574	0.25940
1941.33	-4.3900	-4.7997	0.40973
1941.42	-4.1960	-4.7875	0.59148
