# Rarotonga Sr/Ca and SST Reconstruction Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1860
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/rarotonga_sr-ca.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2000-11
#--------------------
# Title
#	Study_Name: Rarotonga Sr/Ca and SST Reconstruction Data
#--------------------
# Investigators
#       Investigators: Linsley, B.K.; Wellington G.M.; Schrag D.P.
#--------------------
# Description_and_Notes
#	Description: A 271 year record of Sr/Ca variability in a coral from Rarotonga in the South Pacific gyre.  Calibration with monthly sea surface temperature (SST) from satellite and ship measurements  made in grid measuring 1� by 1� over the period from 1981 to 1997 indicates that this  Sr/Ca record is an excellent proxy for SST. Comparison with SST from ship  measurements made since 1950 in a grid measuring 5� by 5� also shows that the  Sr/Ca data accurately record decadal changes in SST. The entire Sr/Ca record back to  1726 shows a distinct pattern of decadal variability with repeated decadal and  interdecadal SST regime shifts greater than 0.75�C. Comparison with decadal  climate variability in the North Pacific as represented by the Pacific Decadal  Oscillation index (1900-1997) indicates that several of the largest decadal-scale  SST variations at Rarotonga are coherent with SST regime shifts in the North Pacific.  This hemispheric symmetry suggests that tropical forcing may be an important  factor in at least some of the decadal variability observed in the Pacific Ocean.
#--------------------
# Publication 
#       Authors: Linsley, B.K.; Wellington G.M.; Schrag D.P.
#       Published_Date_or_Year: 2000
#       Published_Title: Decadal sea surface temperature variability in the sub-tropical south Pacific
#       Journal_Name: Science
#       Volume: 290
#       Edition: 
#       Issue: 
#       Pages: 1145-1148
#       DOI: 
#       Online_Resource: 
#       Full_Citation: Linsley, B.K., G.M. Wellington, and D.P. Schrag, 2000, Decadal Sea Surface Temperature Variability  in the Sub-Tropical South Pacific from 1726 to 1997 A.D.,   Science v.290, pp1145-1148, 10 Nov 2000.
#       Abstract: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: National Science Foundation (USA)
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: National Oceanic and Atmospheric Administration (USA)
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Rarotonga, Cook Islands
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Polynesia>Cook Islands
#	Country: Cook Islands 
#	Northernmost_Latitude: -21.23 
# 	Southernmost_Latitude: -21.23 
# 	Easternmost_Longitude: -159.82 
# 	Westernmost_Longitude: -159.82 
# 	Elevation: -18 m
#------------------
# Data_Collection   
#	Collection_Name: 00cook01a 
#	Earliest_Year: 1726
#	Most_Recent_Year: 1997
#	Time_Unit: y_ad
#	Core_Length: 
#	Notes: 
#------------------
# Species
#	Species_Name:  
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
#
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,y_ad, , Corals and Sclerosponges, , ,N
##Sr/Ca	Strontium/Calcium, , ,mmol/mol, ,Corals and Sclerosponges, , analytical technique: ICP-OES,N
##sst	sea surface temperature reconstruction, Porites sp., ,degrees C, , Corals and Sclerosponges, , ,N
##sst_av_fil_at_8y	sea surface temperature reconstruction, Porites sp., ,degrees C, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
age	Sr/Ca	sst	sst_av_fil_at_8y
1814.84	9.58	24.19	0.03
1814.92	9.54	24.7	0.01
1815	9.46	25.65	0
1815.09	9.41	26.28	-0.01
1815.17	9.38	26.58	-0.02
1815.25	9.39	26.48	-0.03
1815.34	9.43	25.98	-0.03
1815.42	9.46	25.55	-0.04
1815.5	9.49	25.21	-0.04
1815.59	9.53	24.7	-0.04
1815.67	9.61	23.79	-0.04
1815.75	9.63	23.48	-0.04
1815.84	9.56	24.4	-0.04
1815.92	9.49	25.25	-0.03
1816	9.43	25.98	-0.03
1816.09	9.36	26.79	-0.02
1816.17	9.33	27.19	-0.01
1816.25	9.35	27.01	0
1816.34	9.4	26.38	0.02
1816.42	9.47	25.49	0.03
1816.5	9.55	24.49	0.05
1816.59	9.61	23.85	0.07
1816.67	9.61	23.73	0.09
1816.75	9.6	23.9	0.11
1816.84	9.57	24.24	0.13
1816.92	9.48	25.35	0.15
1817	9.4	26.38	0.18
1817.09	9.34	27.13	0.21
1817.17	9.32	27.31	0.23
1817.25	9.33	27.22	0.26
1817.34	9.39	26.5	0.29
1817.42	9.46	25.66	0.31
1817.5	9.5	25.13	0.34
1817.59	9.49	25.22	0.37
1817.67	9.48	25.31	0.4
1817.75	9.46	25.63	0.43
1817.84	9.41	26.26	0.45
1817.92	9.36	26.81	0.48
1818	9.34	27.08	0.5
1818.09	9.32	27.34	0.53
1818.17	9.28	27.8	0.55
1818.25	9.28	27.75	0.58
1818.34	9.37	26.69	0.6
1818.42	9.39	26.46	0.62
1818.5	9.44	25.89	0.64
1818.59	9.37	26.71	0.65
1818.67	9.36	26.83	0.67
1818.75	9.25	28.19	0.68
1818.84	9.21	28.71	0.69
1818.92	9.27	27.92	0.7
1819	9.32	27.34	0.71
1819.09	9.26	28.05	0.71
1819.17	9.25	28.16	0.72
1819.25	9.28	27.83	0.72
1819.34	9.36	26.87	0.72
1819.42	9.39	26.42	0.71
1819.5	9.44	25.91	0.71
1819.59	9.46	25.66	0.7
1819.67	9.43	25.95	0.69
1819.75	9.43	25.93	0.69
1819.84	9.44	25.81	0.68
1819.92	9.39	26.42	0.66
1820	9.34	27.1	0.65
1820.09	9.33	27.2	0.64
1820.17	9.32	27.31	0.62
1820.25	9.34	27.09	0.6
1820.34	9.38	26.55	0.59
1820.42	9.49	25.23	0.57
1820.5	9.51	24.97	0.55
1820.59	9.47	25.46	0.53
1820.67	9.43	25.93	0.5
1820.75	9.43	25.98	0.48
1820.84	9.37	26.65	0.46
1820.92	9.3	27.6	0.43
1821	9.32	27.33	0.41
1821.09	9.28	27.82	0.38
1821.17	9.26	28.04	0.36
1821.25	9.28	27.8	0.33
1821.34	9.34	27.1	0.3
1821.42	9.48	25.42	0.27
1821.5	9.59	24.08	0.24
1821.59	9.6	23.89	0.22
1821.67	9.59	24.03	0.19
1821.75	9.48	25.37	0.16
1821.84	9.46	25.6	0.13
1821.92	9.41	26.25	0.1
1822	9.36	26.83	0.07
1822.09	9.33	27.15	0.05
1822.17	9.27	27.92	0.02
1822.25	9.37	26.69	-0.01
1822.34	9.44	25.91	-0.03
1822.42	9.5	25.13	-0.06
1822.5	9.54	24.67	-0.08
1822.59	9.53	24.74	-0.11
1822.67	9.52	24.88	-0.13
1822.75	9.4	26.39	-0.16
1822.84	9.37	26.72	-0.18
1822.92	9.32	27.29	-0.2
1823	9.32	27.37	-0.22
1823.09	9.33	27.21	-0.24
1823.17	9.29	27.68	-0.25
1823.25	9.54	24.64	-0.27
1823.34	9.64	23.46	-0.28
1823.42	9.66	23.21	-0.29
1823.5	9.69	22.84	-0.3
1823.59	9.74	22.24	-0.31
1823.67	9.72	22.51	-0.32
1823.75	9.67	23.11	-0.32
1823.84	9.61	23.8	-0.32
1823.92	9.52	24.88	-0.32
1824	9.45	25.75	-0.31
1824.09	9.4	26.31	-0.31
1824.17	9.31	27.43	-0.3
1824.25	9.53	24.8	-0.29
1824.34	9.63	23.55	-0.28
1824.42	9.62	23.73	-0.27
1824.5	9.52	24.84	-0.26
1824.59	9.43	26.04	-0.24
1824.67	9.4	26.34	-0.23
1824.75	9.37	26.74	-0.21
1824.84	9.35	26.91	-0.19
1824.92	9.35	27.01	-0.18
1825	9.33	27.23	-0.16
1825.09	9.3	27.58	-0.14
1825.17	9.29	27.68	-0.13
1825.25	9.34	27.11	-0.11
1825.34	9.42	26.14	-0.09
1825.42	9.48	25.31	-0.07
1825.5	9.53	24.78	-0.06
1825.59	9.55	24.56	-0.04
1825.67	9.57	24.32	-0.02
1825.75	9.56	24.39	0
1825.84	9.49	25.23	0.02
1825.92	9.42	26.06	0.04
1826	9.41	26.23	0.05
1826.09	9.33	27.13	0.07
1826.17	9.27	27.92	0.09
1826.25	9.31	27.43	0.11
1826.34	9.35	26.99	0.12
1826.42	9.4	26.28	0.14
1826.5	9.53	24.76	0.16
1826.59	9.54	24.63	0.17
1826.67	9.54	24.69	0.19
1826.75	9.47	25.47	0.21
1826.84	9.46	25.66	0.22
1826.92	9.41	26.2	0.24
1827	9.39	26.46	0.25
1827.09	9.34	27.05	0.27
1827.17	9.31	27.43	0.28
1827.25	9.35	26.97	0.29
1827.34	9.41	26.26	0.31
1827.42	9.49	25.28	0.32
1827.5	9.52	24.86	0.33
1827.59	9.49	25.23	0.34
1827.67	9.49	25.19	0.35
1827.75	9.48	25.41	0.36
1827.84	9.36	26.85	0.37
1827.92	9.33	27.13	0.38
1828	9.3	27.51	0.38
1828.09	9.24	28.25	0.39
1828.17	9.29	27.68	0.4
1828.25	9.34	27.11	0.4
1828.34	9.43	26.03	0.4
1828.42	9.48	25.38	0.41
1828.5	9.51	24.99	0.41
1828.59	9.54	24.65	0.41
1828.67	9.49	25.19	0.41
1828.75	9.43	26.02	0.41
1828.84	9.35	26.93	0.4
1828.92	9.29	27.72	0.4
1829	9.3	27.61	0.4
1829.09	9.28	27.83	0.39
1829.17	9.24	28.28	0.38
1829.25	9.31	27.41	0.38
1829.34	9.36	26.87	0.37
1829.42	9.44	25.85	0.36
1829.5	9.52	24.88	0.35
1829.59	9.52	24.86	0.34
1829.67	9.54	24.64	0.33
1829.75	9.56	24.42	0.31
1829.84	9.52	24.92	0.3
1829.92	9.48	25.37	0.29
1830	9.38	26.59	0.28
1830.09	9.36	26.88	0.26
1830.17	9.3	27.55	0.25
1830.25	9.3	27.53	0.23
1830.34	9.31	27.41	0.22
1830.42	9.34	27.1	0.2
1830.5	9.4	26.28	0.19
1830.59	9.45	25.69	0.17
1830.67	9.5	25.13	0.15
1830.75	9.54	24.69	0.13
1830.84	9.5	25.07	0.12
1830.92	9.45	25.79	0.1
1831	9.37	26.74	0.08
1831.09	9.36	26.83	0.06
1831.17	9.32	27.31	0.04
1831.25	9.34	27.09	0.02
1831.34	9.36	26.86	0
1831.42	9.4	26.35	-0.01
1831.5	9.44	25.88	-0.03
1831.59	9.49	25.2	-0.05
1831.67	9.53	24.75	-0.07
1831.75	9.55	24.52	-0.08
1831.84	9.52	24.84	-0.1
1831.92	9.46	25.57	-0.12
1832	9.43	25.93	-0.13
1832.09	9.38	26.61	-0.15
1832.17	9.35	26.95	-0.16
1832.25	9.36	26.84	-0.17
1832.34	9.38	26.62	-0.18
1832.42	9.48	25.35	-0.19
1832.5	9.57	24.23	-0.2
1832.59	9.62	23.68	-0.21
1832.67	9.67	23.01	-0.21
1832.75	9.71	22.57	-0.22
1832.84	9.68	22.97	-0.22
1832.92	9.61	23.83	-0.22
1833	9.54	24.68	-0.22
1833.09	9.45	25.68	-0.22
1833.17	9.38	26.58	-0.22
1833.25	9.4	26.29	-0.21
1833.34	9.43	26	-0.21
1833.42	9.44	25.85	-0.2
1833.5	9.53	24.74	-0.2
1833.59	9.6	23.89	-0.19
1833.67	9.57	24.27	-0.18
1833.75	9.48	25.34	-0.17
1833.84	9.46	25.64	-0.16
1833.92	9.44	25.84	-0.16
1834	9.34	27.02	-0.15
1834.09	9.3	27.51	-0.14
1834.17	9.3	27.56	-0.13
1834.25	9.33	27.22	-0.13
1834.34	9.3	27.5	-0.12
1834.42	9.39	26.42	-0.11
1834.5	9.47	25.5	-0.11
1834.59	9.54	24.63	-0.11
1834.67	9.53	24.75	-0.1
1834.75	9.49	25.3	-0.1
1834.84	9.47	25.44	-0.1
1834.92	9.45	25.77	-0.1
1835	9.39	26.5	-0.1
1835.09	9.4	26.31	-0.1
1835.17	9.31	27.43	-0.11
1835.25	9.31	27.43	-0.11
1835.34	9.3	27.53	-0.12
1835.42	9.29	27.67	-0.13
1835.5	9.3	27.59	-0.13
1835.59	9.32	27.32	-0.14
1835.67	9.36	26.87	-0.15
1835.75	9.41	26.19	-0.17
1835.84	9.47	25.5	-0.18
1835.92	9.52	24.84	-0.19
1836	9.55	24.5	-0.2
1836.09	9.58	24.17	-0.22
1836.17	9.6	23.97	-0.23
1836.25	9.58	24.2	-0.24
1836.34	9.54	24.68	-0.26
1836.42	9.45	25.76	-0.27
1836.5	9.38	26.54	-0.28
1836.59	9.48	25.41	-0.3
1836.67	9.56	24.4	-0.31
1836.75	9.51	25.04	-0.32
1836.84	9.51	24.96	-0.33
1836.92	9.44	25.89	-0.34
1837	9.36	26.87	-0.35
1837.09	9.35	26.93	-0.36
1837.17	9.35	26.99	-0.37
1837.25	9.39	26.49	-0.38
1837.34	9.47	25.46	-0.39
1837.42	9.53	24.7	-0.4
1837.5	9.57	24.31	-0.41
1837.59	9.59	24	-0.41
1837.67	9.62	23.67	-0.42
1837.75	9.66	23.22	-0.42
1837.84	9.59	24.01	-0.42
1837.92	9.54	24.63	-0.43
1838	9.43	25.96	-0.43
1838.09	9.38	26.54	-0.43
1838.17	9.4	26.38	-0.42
1838.25	9.43	25.99	-0.42
1838.34	9.47	25.51	-0.42
1838.42	9.54	24.64	-0.41
1838.5	9.55	24.51	-0.41
1838.59	9.52	24.87	-0.4
1838.67	9.59	24.03	-0.4
1838.75	9.6	23.95	-0.39
1838.84	9.57	24.23	-0.38
1838.92	9.51	24.95	-0.37
1839	9.46	25.6	-0.36
1839.09	9.41	26.21	-0.35
1839.17	9.36	26.79	-0.34
1839.25	9.35	26.96	-0.33
1839.34	9.4	26.36	-0.31
1839.42	9.47	25.45	-0.3
1839.5	9.52	24.92	-0.29
1839.59	9.55	24.49	-0.28
1839.67	9.55	24.52	-0.27
1839.75	9.5	25.08	-0.26
1839.84	9.46	25.64	-0.25
1839.92	9.4	26.39	-0.24
1840	9.36	26.84	-0.23
1840.09	9.31	27.41	-0.22
1840.17	9.3	27.61	-0.21
1840.25	9.32	27.25	-0.2
1840.34	9.38	26.55	-0.19
1840.42	9.49	25.25	-0.19
1840.5	9.57	24.22	-0.18
1840.59	9.58	24.15	-0.17
1840.67	9.63	23.55	-0.17
1840.75	9.61	23.77	-0.16
1840.84	9.5	25.13	-0.16
1840.92	9.42	26.12	-0.16
1841	9.36	26.85	-0.16
1841.09	9.3	27.53	-0.16
1841.17	9.27	27.87	-0.16
1841.25	9.26	27.99	-0.16
1841.34	9.28	27.78	-0.16
1841.42	9.38	26.58	-0.16
1841.5	9.43	26	-0.17
1841.59	9.47	25.51	-0.17
1841.67	9.56	24.4	-0.18
1841.75	9.53	24.71	-0.18
1841.84	9.53	24.75	-0.19
1841.92	9.55	24.47	-0.2
1842	9.55	24.57	-0.21
1842.09	9.52	24.93	-0.22
1842.17	9.44	25.8	-0.23
1842.25	9.34	27.07	-0.24
1842.34	9.36	26.85	-0.25
1842.42	9.39	26.41	-0.26
1842.5	9.38	26.6	-0.27
1842.59	9.53	24.8	-0.28
1842.67	9.58	24.15	-0.3
1842.75	9.61	23.79	-0.31
1842.84	9.56	24.39	-0.32
1842.92	9.46	25.61	-0.34
1843	9.4	26.32	-0.35
1843.09	9.4	26.39	-0.36
1843.17	9.34	27.07	-0.38
1843.25	9.37	26.75	-0.39
1843.34	9.42	26.13	-0.41
1843.42	9.47	25.52	-0.43
1843.5	9.5	25.17	-0.44
1843.59	9.52	24.9	-0.46
1843.67	9.54	24.64	-0.47
1843.75	9.59	24.03	-0.49
1843.84	9.57	24.22	-0.51
1843.92	9.5	25.09	-0.52
1844	9.41	26.2	-0.54
1844.09	9.33	27.18	-0.55
1844.17	9.28	27.76	-0.57
1844.25	9.35	26.99	-0.59
1844.34	9.48	25.31	-0.6
1844.42	9.59	24.06	-0.62
1844.5	9.61	23.79	-0.63
1844.59	9.62	23.67	-0.64
1844.67	9.66	23.18	-0.66
1844.75	9.61	23.74	-0.67
1844.84	9.57	24.31	-0.68
1844.92	9.49	25.25	-0.69
1845	9.48	25.4	-0.7
1845.09	9.49	25.29	-0.71
1845.17	9.45	25.79	-0.72
1845.25	9.4	26.32	-0.73
1845.34	9.49	25.25	-0.74
1845.42	9.53	24.72	-0.75
1845.5	9.54	24.61	-0.75
1845.59	9.64	23.44	-0.76
1845.67	9.64	23.46	-0.76
1845.75	9.62	23.67	-0.77
1845.84	9.58	24.15	-0.77
1845.92	9.51	24.98	-0.77
1846	9.44	25.8	-0.78
1846.09	9.39	26.5	-0.78
1846.17	9.37	26.72	-0.78
1846.25	9.37	26.75	-0.78
1846.34	9.36	26.79	-0.79
1846.42	9.42	26.05	-0.79
1846.5	9.51	24.97	-0.79
1846.59	9.63	23.6	-0.79
1846.67	9.58	24.15	-0.79
1846.75	9.62	23.71	-0.79
1846.84	9.57	24.29	-0.79
1846.92	9.54	24.64	-0.79
1847	9.5	25.13	-0.8
1847.09	9.47	25.54	-0.8
1847.17	9.45	25.73	-0.8
1847.25	9.43	25.98	-0.8
1847.34	9.45	25.72	-0.8
1847.42	9.5	25.06	-0.8
1847.5	9.56	24.44	-0.8
1847.59	9.59	24.05	-0.8
1847.67	9.61	23.79	-0.8
1847.75	9.62	23.63	-0.8
1847.84	9.52	24.87	-0.8
1847.92	9.46	25.66	-0.8
1848	9.46	25.64	-0.8
1848.09	9.4	26.33	-0.8
1848.17	9.34	27.07	-0.8
1848.25	9.36	26.84	-0.8
1848.34	9.45	25.7	-0.8
1848.42	9.47	25.53	-0.8
1848.5	9.5	25.07	-0.81
1848.59	9.54	24.61	-0.81
1848.67	9.57	24.27	-0.81
1848.75	9.56	24.35	-0.81
1848.84	9.55	24.52	-0.82
1848.92	9.48	25.33	-0.82
1849	9.46	25.63	-0.82
1849.09	9.42	26.13	-0.82
1849.17	9.4	26.37	-0.83
1849.25	9.42	26.13	-0.83
1849.34	9.45	25.68	-0.83
1849.42	9.5	25.16	-0.83
1849.5	9.49	25.22	-0.84
1849.59	9.6	23.85	-0.84
1849.67	9.62	23.67	-0.84
1849.75	9.59	24	-0.84
1849.84	9.61	23.82	-0.84
1849.92	9.6	23.93	-0.84
1850	9.58	24.1	-0.83
1850.09	9.55	24.57	-0.83
1850.17	9.49	25.19	-0.83
1850.25	9.39	26.44	-0.82
1850.34	9.41	26.21	-0.82
1850.42	9.4	26.34	-0.81
1850.5	9.55	24.55	-0.8
1850.59	9.67	23.06	-0.8
1850.67	9.64	23.42	-0.79
1850.75	9.59	23.99	-0.78
1850.84	9.59	24.03	-0.77
1850.92	9.54	24.69	-0.75
1851	9.53	24.71	-0.74
1851.09	9.53	24.79	-0.73
1851.17	9.51	25.02	-0.72
1851.25	9.48	25.41	-0.7
1851.34	9.43	25.94	-0.69
1851.42	9.4	26.36	-0.67
1851.5	9.45	25.76	-0.65
1851.59	9.53	24.76	-0.64
1851.67	9.62	23.67	-0.62
1851.75	9.6	23.97	-0.6
1851.84	9.55	24.53	-0.59
1851.92	9.47	25.53	-0.57
1852	9.41	26.17	-0.55
1852.09	9.35	26.99	-0.54
1852.17	9.3	27.56	-0.52
1852.25	9.32	27.33	-0.5
1852.34	9.36	26.85	-0.49
1852.42	9.44	25.88	-0.47
1852.5	9.5	25.17	-0.45
1852.59	9.53	24.78	-0.44
1852.67	9.6	23.91	-0.42
1852.75	9.6	23.95	-0.41
1852.84	9.58	24.1	-0.39
1852.92	9.5	25.11	-0.38
1853	9.45	25.75	-0.36
1853.09	9.41	26.18	-0.34
1853.17	9.4	26.36	-0.33
1853.25	9.42	26.14	-0.31
1853.34	9.43	26.01	-0.3
1853.42	9.46	25.61	-0.28
1853.5	9.52	24.83	-0.27
1853.59	9.57	24.29	-0.25
1853.67	9.56	24.37	-0.24
1853.75	9.55	24.46	-0.23
1853.84	9.53	24.77	-0.21
1853.92	9.5	25.09	-0.2
1854	9.47	25.54	-0.19
1854.09	9.38	26.61	-0.17
1854.17	9.36	26.86	-0.16
1854.25	9.36	26.82	-0.15
1854.34	9.33	27.19	-0.14
1854.42	9.33	27.19	-0.13
1854.5	9.4	26.35	-0.12
1854.59	9.47	25.47	-0.11
1854.67	9.52	24.88	-0.11
1854.75	9.49	25.22	-0.1
1854.84	9.4	26.28	-0.1
1854.92	9.41	26.27	-0.09
1855	9.4	26.39	-0.09
1855.09	9.36	26.84	-0.08
1855.17	9.35	27	-0.08
1855.25	9.39	26.42	-0.08
1855.34	9.4	26.36	-0.08
1855.42	9.4	26.28	-0.08
1855.5	9.46	25.56	-0.08
1855.59	9.58	24.09	-0.08
1855.67	9.57	24.27	-0.08
1855.75	9.57	24.32	-0.08
1855.84	9.56	24.41	-0.09
1855.92	9.55	24.47	-0.09
1856	9.44	25.91	-0.09
1856.09	9.32	27.33	-0.09
1856.17	9.26	28.01	-0.1
1856.25	9.3	27.57	-0.1
1856.34	9.36	26.83	-0.1
1856.42	9.42	26.13	-0.11
1856.5	9.46	25.65	-0.11
1856.59	9.54	24.68	-0.12
1856.67	9.6	23.91	-0.12
1856.75	9.57	24.31	-0.12
1856.84	9.48	25.31	-0.13
1856.92	9.42	26.06	-0.13
1857	9.38	26.59	-0.14
1857.09	9.36	26.85	-0.14
1857.17	9.35	26.99	-0.14
1857.25	9.41	26.22	-0.15
1857.34	9.49	25.25	-0.15
1857.42	9.53	24.73	-0.15
1857.5	9.58	24.2	-0.15
1857.59	9.59	24.04	-0.16
1857.67	9.54	24.64	-0.16
1857.75	9.49	25.2	-0.16
1857.84	9.46	25.56	-0.16
1857.92	9.41	26.18	-0.16
1858	9.38	26.6	-0.16
1858.09	9.35	26.93	-0.16
1858.17	9.34	27.07	-0.16
1858.25	9.33	27.22	-0.16
1858.34	9.36	26.8	-0.16
1858.42	9.39	26.4	-0.16
1858.5	9.54	24.58	-0.15
1858.59	9.58	24.16	-0.15
1858.67	9.62	23.67	-0.15
1858.75	9.62	23.67	-0.14
1858.84	9.62	23.67	-0.14
1858.92	9.56	24.42	-0.13
1859	9.5	25.15	-0.13
1859.09	9.42	26.13	-0.12
1859.17	9.36	26.79	-0.11
1859.25	9.32	27.26	-0.1
1859.34	9.35	26.99	-0.1
1859.42	9.36	26.79	-0.09
1859.5	9.42	26.08	-0.08
1859.59	9.53	24.72	-0.07
1859.67	9.53	24.76	-0.06
1859.75	9.55	24.52	-0.05
1859.84	9.46	25.59	-0.04
1859.92	9.45	25.73	-0.03
1860	9.44	25.84	-0.02
1860.09	9.39	26.46	-0.01
1860.17	9.33	27.19	-0.01
1860.25	9.41	26.16	0
1860.34	9.42	26.06	0.01
1860.42	9.49	25.19	0.02
1860.5	9.55	24.55	0.03
1860.59	9.54	24.63	0.04
1860.67	9.51	25	0.05
1860.75	9.45	25.73	0.05
1860.84	9.44	25.8	0.06
1860.92	9.36	26.81	0.07
1861	9.32	27.34	0.07
1861.09	9.27	27.95	0.08
1861.17	9.26	27.99	0.08
1861.25	9.3	27.6	0.08
1861.34	9.4	26.33	0.08
1861.42	9.49	25.21	0.09
1861.5	9.58	24.13	0.09
1861.59	9.54	24.7	0.09
1861.67	9.51	25	0.08
1861.75	9.49	25.23	0.08
1861.84	9.45	25.76	0.08
1861.92	9.36	26.8	0.08
1862	9.33	27.15	0.07
1862.09	9.3	27.5	0.07
1862.17	9.31	27.41	0.06
1862.25	9.26	28.02	0.05
1862.34	9.28	27.84	0.05
1862.42	9.37	26.64	0.04
1862.5	9.49	25.24	0.03
1862.59	9.53	24.78	0.02
1862.67	9.58	24.15	0.01
1862.75	9.58	24.15	-0.01
1862.84	9.53	24.71	-0.02
1862.92	9.48	25.35	-0.03
1863	9.38	26.58	-0.04
1863.09	9.38	26.61	-0.05
1863.17	9.35	26.96	-0.06
1863.25	9.33	27.24	-0.08
1863.34	9.37	26.67	-0.09
1863.42	9.45	25.73	-0.1
1863.5	9.56	24.39	-0.11
1863.59	9.58	24.16	-0.13
1863.67	9.58	24.15	-0.14
1863.75	9.56	24.36	-0.15
1863.84	9.5	25.08	-0.16
1863.92	9.47	25.54	-0.17
1864	9.42	26.13	-0.18
1864.09	9.36	26.83	-0.19
1864.17	9.36	26.88	-0.2
1864.25	9.34	27.02	-0.21
1864.34	9.38	26.64	-0.22
1864.42	9.43	26.01	-0.23
1864.5	9.49	25.3	-0.24
1864.59	9.57	24.32	-0.25
1864.67	9.54	24.64	-0.26
1864.75	9.53	24.75	-0.26
1864.84	9.51	24.97	-0.27
1864.92	9.49	25.29	-0.28
1865	9.44	25.8	-0.28
1865.09	9.37	26.66	-0.28
1865.17	9.35	26.93	-0.29
1865.25	9.38	26.62	-0.29
1865.34	9.37	26.68	-0.29
1865.42	9.43	25.98	-0.29
1865.5	9.52	24.92	-0.29
1865.59	9.65	23.27	-0.29
1865.67	9.62	23.67	-0.29
1865.75	9.63	23.55	-0.29
1865.84	9.62	23.65	-0.28
1865.92	9.57	24.33	-0.28
1866	9.49	25.29	-0.27
1866.09	9.41	26.22	-0.26
1866.17	9.37	26.72	-0.25
1866.25	9.39	26.45	-0.24
1866.34	9.46	25.62	-0.23
1866.42	9.5	25.09	-0.22
1866.5	9.52	24.89	-0.21
1866.59	9.63	23.48	-0.2
1866.67	9.53	24.76	-0.18
1866.75	9.46	25.66	-0.17
1866.84	9.42	26.04	-0.16
1866.92	9.4	26.38	-0.14
1867	9.34	27.06	-0.13
1867.09	9.3	27.54	-0.11
1867.17	9.29	27.68	-0.1
1867.25	9.3	27.57	-0.08
1867.34	9.35	26.97	-0.07
1867.42	9.41	26.22	-0.06
1867.5	9.55	24.54	-0.04
1867.59	9.55	24.49	-0.03
1867.67	9.57	24.27	-0.01
1867.75	9.45	25.77	0
1867.84	9.44	25.91	0.02
1867.92	9.39	26.51	0.03
1868	9.36	26.84	0.05
1868.09	9.34	27.07	0.06
1868.17	9.38	26.55	0.07
1868.25	9.41	26.24	0.09
1868.34	9.43	25.98	0.1
1868.42	9.48	25.39	0.12
1868.5	9.52	24.83	0.13
1868.59	9.54	24.59	0.15
1868.67	9.53	24.76	0.16
1868.75	9.58	24.15	0.17
1868.84	9.54	24.66	0.19
1868.92	9.46	25.56	0.2
1869	9.36	26.84	0.22
1869.09	9.34	27.1	0.23
1869.17	9.33	27.24	0.25
1869.25	9.31	27.46	0.26
1869.34	9.31	27.47	0.28
1869.42	9.38	26.52	0.29
1869.5	9.47	25.45	0.3
1869.59	9.56	24.44	0.31
1869.67	9.54	24.64	0.32
1869.75	9.46	25.65	0.34
1869.84	9.38	26.57	0.35
1869.92	9.35	26.95	0.36
1870	9.27	27.96	0.36
1870.09	9.28	27.74	0.37
1870.17	9.29	27.72	0.38
1870.25	9.33	27.17	0.39
1870.34	9.39	26.45	0.39
1870.42	9.45	25.77	0.4
1870.5	9.47	25.47	0.4
1870.59	9.48	25.33	0.4
1870.67	9.49	25.25	0.41
1870.75	9.46	25.57	0.41
1870.84	9.45	25.69	0.41
1870.92	9.37	26.7	0.41
1871	9.34	27.05	0.41
1871.09	9.28	27.77	0.41
1871.17	9.29	27.64	0.41
1871.25	9.34	27.01	0.41
1871.34	9.42	26.14	0.4
1871.42	9.45	25.76	0.4
1871.5	9.49	25.29	0.39
1871.59	9.36	26.88	0.39
1871.67	9.46	25.61	0.38
1871.75	9.43	25.95	0.38
1871.84	9.4	26.29	0.37
1871.92	9.4	26.39	0.36
1872	9.39	26.44	0.35
