# Antarctic & Greenland-GRIP Synchronization Data
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_study_id:2438
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/greenland/summit/grip/synchronization/iso_bl98.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 1998
# --------------------
# Title 
#	Study_Name: Antarctic & Greenland-GRIP Synchronization Data
# --------------------
# Investigators
#	Investigators: Uemura, R.; Mason-Delmotte, V.; Jouzel, J.; Landais, A.; Motoyama, H.; Stenni, B. 
# --------------------
# Description_and_Notes
# 	Description: Data from the synchronization of Antarctic records to the Greenland GRIP record:
#	********************************************************************************
#	The data was used for Figures 2 of Stauffer et al., 1998 and Blunier et al., 1998. 
#	These references should only be used referring to the synchronised Antarctic time scale 
#	but not to the original data.  References to the original data are also given above.
#
#	GRIP (Greenland IceCore Project)
#	================================
#	The GRIP time scale is the reference time scale. It's construction is described in 
#	Johnsen et al., 1992 and Johnsen et al., 1995 which should also be referenced in that respect. 
#	0 yr BP corresponds to 1989.
#
#	Antarctic synchronised time scales:
#	===================================
#	The Antarctic records are synchronised to the GRIP record via the fast variations of the 
#	global methane signal. The uncertainty of this synchronization is time dependent 
#	(see Blunier et al., 1998 and Stauffer et al., 1998 for details).
#	The Byrd time scale for the isotope and for the CO2 record differ. This is so since gas is 
#	occluded not at the surface of the ice sheet but in a depth of 50-100 m depending on the site 
#	characteristics. This makes a gas sample from a specific depth younger than the surrounding ice.
#	The time period 25-17 kyr BP was excluded from the synchronization, since only low CH4 variations 
#	appear during that period making the correlation uncertain.
#	Note: The CO2 time scale given here is not identical to the one published in Stauffer et al., 1998. 
#	The difference is in the order of 200yr and arises due to 
#	1) the exclusion of the time period 25-17 kyr BP which was used in Stauffer et al. 1998, and 
#	2) a stronger smoothing of the age scale derived from the CH4 synchronization.
#
#	Warnings:
#	=========
#	None of the used time scale is considered as absolute. Thus fluctuations in the annual layer 
#	thickness show up in the synchronised Antarctic cores. This variations must not be taken as real. 
#	However the synchronization is not dependent on absolute time scale. The reliability of the 
#	synchronization is higher on the Byrd side since Vostok has an ice age gas age difference 
#	10 fold larger than the Byrd one.
#
# --------------------
# Publication
#	Authors: T. Blunier, J. Chappellaz, J. Schwander, A. Dällenbach, B. Stauffer, T. F. Stocker, D. Raynaud, J. Jouzel, H. B. Clausen, C. U. Hammer & S. J. Johnsen
#	Published_Date_or_Year: 1998-02-13
#	Published_Title: Asynchrony of Antarctic and Greenland climate change during the last glacial period
#	Journal_Name: Nature
#	Volume: 394
#	Edition: 	
#	Issue: 
#	Pages: 739-743
#	DOI: doi:10.1038/29447 
#	Online_Resource: 
#	Full_Citation:  
#	Abstract: A central issue in climate dynamics is to understand how the Northern and Southern hemispheres are coupled during climate events. The strongest of the fast temperature changes observed in Greenland (so-called Dansgaard–Oeschger events) during the last glaciation have an analogue in the temperature record from Antarctica. A comparison of the global atmospheric concentration of methane as recorded in ice cores from Antarctica and Greenland permits a determination of the phase relationship (in leads or lags) of these temperature variations. Greenland warming events around 36 and 45 kyr before present lag their Antarctic counterpart by more than 1 kyr. On average, Antarctic climate change leads that of Greenland by 1–2.5 kyr over the period 47–23 kyr before present.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant:
# --------------------
# Site_Information
#	Site_Name: GRIP
#	Location: North America>Greenland
#	Country: 
#	Northernmost_Latitude: 72.58
#	Southernmost_Latitude: 72.58
#	Easternmost_Longitude: 37.63
#	Westernmost_Longitude: 37.63
#	Elevation: 302 8m
# --------------------
# Data_Collection
#	Collection_Name: 98GRIP01
#	Earliest_Year: 49968
#	Most_Recent_Year: 10004
#	Time Unit: yb 1989
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_yb1989	Age,,,years before 1989,,,,,N
##d18O		d18O,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data
#
age_yb1989	d18O
34172	-39.25
34200	-38.93
34227	-39.23
34259	-40.34
34292	-40.25
34327	-40.55
34358	-38.95
34386	-39.27
34417	-40.34
34450	-39.68
34480	-39.31
34509	-39.55
34537	-38.92
34565	-39.23
34591	-38.17
34617	-38.77
34643	-38.82
34669	-38.18
34695	-39.25
34720	-37.31
34745	-38.75
34771	-38.84
34798	-38.74
34825	-38.78
34851	-38.62
34877	-38.65
34903	-38.16
34928	-38.45
34953	-37.99
34977	-38.01
35000	-37.72
35026	-39.13
35053	-38.25
35077	-37.86
35101	-38.12
35126	-38.15
35151	-38.64
35177	-38.43
35205	-39.25
35231	-37.59
35254	-37.47
35278	-38.1
35301	-37.48
35324	-37.37
35348	-38.25
35372	-37.66
35396	-38.01
35420	-37.72
35443	-37.6
35467	-38.07
35492	-37.82
35516	-38.2
35540	-37.22
35563	-37.72
35586	-37.07
35609	-37.76
35632	-36.92
35653	-36.79
35675	-37.4
35697	-36.36
35719	-37.95
35743	-37.56
35771	-39.81
35807	-40.58
35844	-40.15
35880	-40.42
35918	-40.66
35957	-40.62
36000	-41.6
36044	-41.11
36086	-40.92
36135	-42.46
36183	-40.47
36233	-42.74
36290	-42.1
36341	-41.81
36391	-41.82
36441	-41.87
36492	-41.91
36538	-40.92
36582	-41.52
36630	-41.67
36679	-41.7
36733	-42.57
36786	-41.36
36832	-41.44
36877	-41.24
36932	-42.83
36992	-42.42
37047	-41.86
37103	-42.71
37157	-41.3
37201	-40.86
37245	-41.47
37291	-41.14
37337	-41.54
37385	-41.57
37434	-41.65
37479	-40.79
37519	-40.37
37554	-39.54
37589	-40.17
37623	-39.35
37652	-37.7
37683	-40.27
37723	-40.93
37770	-41.7
37814	-40.13
37852	-40.46
37893	-40.97
37935	-40.62
37977	-40.99
38018	-40.45
38059	-40.91
38106	-41.73
38161	-42.27
38207	-39.81
38252	-42.05
38305	-41.75
38353	-40.92
38392	-39.6
38429	-40.61
38469	-40.36
38508	-40.23
38543	-39.37
38575	-39.12
38606	-38.54
38636	-39.1
38668	-39.15
38700	-39.5
38733	-39.12
38764	-38.72
38795	-39.28
38827	-38.98
38856	-37.99
38884	-38.31
38912	-38.28
38940	-38.11
38966	-37.46
38992	-37.82
39020	-38.8
39056	-40.33
39094	-39.99
39135	-40.85
39179	-40.97
39230	-42.09
39280	-40.64
39328	-41.66
39376	-40.88
39429	-42.33
39488	-42.21
39540	-40.76
39587	-41.51
39644	-42.52
39703	-41.78
39750	-40.14
39793	-41.14
39834	-39.49
39866	-38.58
39900	-39.91
39938	-39.98
39975	-39.72
40013	-40.22
40053	-40.23
40089	-38.79
40124	-40.11
40161	-39.46
40198	-39.96
40232	-38.43
40263	-38.7
40292	-38.09
40323	-39.01
40355	-38.59
40385	-38.52
40415	-38.38
40446	-38.68
40477	-38.57
40508	-38.87
40538	-37.76
40565	-37.37
40592	-37.71
40618	-37.06
40646	-38.6
40676	-38.05
40704	-37.82
40732	-37.93
40762	-38.65
40794	-38.87
40825	-37.76
40854	-38.35
40888	-39.98
40931	-40.86
40982	-41.56
41040	-42.25
41104	-42.46
41165	-41.67
41223	-42.04
41283	-42.06
41342	-41.89
41396	-40.99
41443	-40.78
41494	-41.71
41549	-41.49
41601	-41.18
41656	-41.96
41712	-41.35
41762	-40.8
41811	-41.31
41861	-40.82
41904	-39.84
41942	-39.34
41978	-39.2
42012	-38.79
42044	-38.23
42077	-39.19
42114	-39.85
42153	-39.57
42193	-40.2
42233	-39.62
42272	-39.69
42311	-39.69
42349	-39.52
42386	-39.35
42421	-38.78
42458	-39.64
42497	-39.97
42538	-39.88
42578	-39.59
42613	-38.57
42647	-39.1
42683	-39.2
42719	-39.01
42755	-39.46
42792	-38.89
42828	-39.43
42866	-39.49
42903	-39.21
42939	-38.89
42972	-38.4
43003	-37.98
43034	-38.11
43065	-38.1
43097	-38.29
43128	-38.16
43158	-37.46
43189	-38.44
43220	-37.53
43250	-38.29
43283	-38.56
43315	-37.7
43347	-38.8
43379	-37.81
43409	-37.54
43439	-37.94
43469	-37.71
43499	-37.65
43530	-38.24
43561	-37.68
43590	-37.29
43618	-37.03
43647	-37.45
43677	-37.8
43706	-36.91
43734	-37.79
43763	-36.77
43791	-37.46
43821	-37.44
43851	-37.72
43880	-36.96
43907	-36.83
43935	-37.26
43964	-37.52
43995	-37.8
44025	-37.27
44052	-36.12
44079	-37.25
44109	-37.47
44139	-37.85
44170	-37.39
44199	-37.07
44227	-36.95
44254	-36.47
44281	-36.59
44308	-36.63
44335	-36.47
44362	-36.25
44388	-36.15
44416	-37.41
44456	-40.7
44507	-40.74
44558	-40.72
44613	-41.43
44671	-41.21
44728	-41.17
44782	-40.85
44837	-41.22
44890	-40.52
44937	-39.98
44986	-40.72
45037	-40.71
45087	-40.23
45144	-42.02
45201	-39.91
45255	-41.68
45314	-40.98
45369	-41.09
45429	-41.6
45494	-42.01
45555	-40.89
45613	-41.42
45672	-41.21
45731	-41.42
45787	-40.57
45837	-40.42
45891	-41.17
45942	-39.92
45985	-39.04
46023	-38.86
46065	-39.75
46115	-41.06
46164	-39.37
46206	-39.44
46250	-39.93
46292	-38.79
46329	-38.32
46368	-39.27
46406	-38.17
46441	-38.51
46478	-38.47
46515	-38.8
46559	-40.11
46601	-38.59
46638	-38.39
46673	-38.01
46708	-38.01
46743	-38.31
46786	-40.35
46844	-41.55
46901	-40.32
46949	-39.85
46998	-40.41
47047	-39.92
47092	-39.38
47138	-40.13
47182	-38.56
47222	-39.32
47264	-39.2
47306	-39.16
47348	-39.38
47396	-40.38
47443	-39.29
47490	-40.3
47535	-38.78
47577	-39.57
47621	-39.11
47666	-40.02
47714	-39.86
47760	-39.57
47805	-39.28
47849	-39.57
47894	-39.53
47939	-39.59
47982	-38.86
48023	-39.04
48067	-39.51
48110	-38.9
48153	-39.47
48197	-39.36
48241	-39.04
48284	-39.51
48331	-39.86
48377	-39.37
48420	-38.8
48464	-39.68
48510	-39.45
48553	-38.86
48597	-39.64
48642	-39.08
48688	-39.74
48732	-38.8
48775	-39.33
48821	-39.76
48867	-39.13
48908	-38.48
48949	-38.9
48991	-38.88
49033	-38.85
49076	-39.36
49123	-39.75
49171	-39.56
49217	-39.17
49259	-38.58
49299	-38.44
49338	-38.26
49375	-37.61
49413	-38.61
49453	-38.3
49493	-38.73
49534	-38.39
49573	-38.2
49611	-37.97
49652	-39.08
49695	-38.97
49736	-38
49773	-37.9
49812	-38.25
49850	-37.79
49887	-38.13
49927	-38.6
49968	-38.4
